#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.97745	0.02032	0.00000	0.00000	0.00000	0.00223
2	0.97867	0.01910	0.00000	0.00000	0.00000	0.00223
3	0.98497	0.01280	0.00000	0.00000	0.00000	0.00223
4	0.98700	0.01097	0.00000	0.00000	0.00000	0.00203
5	0.98679	0.01117	0.00000	0.00000	0.00000	0.00203
6	0.98883	0.00914	0.00000	0.00000	0.00000	0.00203
7	0.98883	0.00914	0.00020	0.00000	0.00000	0.00203
8	0.98720	0.01056	0.00020	0.00020	0.00000	0.00203
9	0.99086	0.00691	0.00000	0.00020	0.00000	0.00203
10	0.99045	0.00731	0.00020	0.00020	0.00000	0.00203
11	0.98984	0.00772	0.00020	0.00041	0.00000	0.00203
12	0.99289	0.00488	0.00020	0.00020	0.00000	0.00203
13	0.98883	0.00914	0.00020	0.00000	0.00000	0.00203
14	0.99004	0.00792	0.00041	0.00000	0.00000	0.00203
15	0.98862	0.00935	0.00020	0.00000	0.00000	0.00203
16	0.99004	0.00792	0.00000	0.00000	0.00000	0.00203
17	0.99004	0.00772	0.00000	0.00041	0.00000	0.00183
18	0.99086	0.00691	0.00041	0.00041	0.00000	0.00183
19	0.99187	0.00589	0.00000	0.00041	0.00000	0.00183
20	0.99045	0.00752	0.00000	0.00041	0.00000	0.00163
21	0.99086	0.00711	0.00000	0.00041	0.00000	0.00163
22	0.99431	0.00406	0.00000	0.00000	0.00000	0.00163
23	0.99248	0.00589	0.00000	0.00000	0.00000	0.00163
24	0.99228	0.00610	0.00000	0.00000	0.00000	0.00163
25	0.99411	0.00427	0.00000	0.00000	0.00000	0.00163
26	0.99208	0.00650	0.00020	0.00000	0.00000	0.00142
27	0.99248	0.00610	0.00020	0.00000	0.00000	0.00142
28	0.99350	0.00508	0.00000	0.00000	0.00000	0.00142
29	0.99350	0.00508	0.00000	0.00000	0.00000	0.00142
30	0.99330	0.00528	0.00000	0.00000	0.00000	0.00142
31	0.99289	0.00569	0.00000	0.00000	0.00000	0.00142
32	0.99289	0.00549	0.00020	0.00020	0.00000	0.00142
33	0.99086	0.00752	0.00041	0.00020	0.00000	0.00142
34	0.99329	0.00529	0.00041	0.00000	0.00000	0.00142
35	0.99512	0.00366	0.00000	0.00000	0.00000	0.00122
36	0.99573	0.00326	0.00000	0.00000	0.00000	0.00102
37	0.99389	0.00509	0.00000	0.00000	0.00000	0.00102
38	0.99388	0.00510	0.00041	0.00000	0.00000	0.00102
39	0.99448	0.00450	0.00000	0.00000	0.00000	0.00102
40	0.99305	0.00593	0.00000	0.00000	0.00000	0.00102
41	0.99120	0.00778	0.00000	0.00000	0.00000	0.00102
42	0.99385	0.00512	0.00000	0.00000	0.00000	0.00102
43	0.99405	0.00534	0.00000	0.00000	0.00000	0.00062
44	0.99548	0.00391	0.00000	0.00000	0.00000	0.00062
45	0.99464	0.00474	0.00021	0.00000	0.00000	0.00062
46	0.99401	0.00537	0.00000	0.00000	0.00000	0.00062
47	0.99338	0.00600	0.00000	0.00000	0.00000	0.00062
48	0.99627	0.00311	0.00062	0.00000	0.00000	0.00062
49	0.99605	0.00353	0.00021	0.00000	0.00000	0.00042
50	0.99459	0.00500	0.00021	0.00000	0.00000	0.00042
51	0.99457	0.00481	0.00000	0.00021	0.00000	0.00042
52	0.99350	0.00608	0.00042	0.00000	0.00000	0.00042
