#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1413073	1305423	92.37	2346	0.17	786	0.06	8916	0.63	95602	6.77
Ecoli	1413073	1413072	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	1413073	1413073	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1413073	1413071	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	1413073	1399601	99.04	5	0.00	0	0.00	380	0.03	13087	0.93
Bacteria_24k	1413073	1361435	96.35	189	0.01	118	0.01	5126	0.36	46205	3.27
Protists_1k	1413073	1281262	90.68	6958	0.49	13897	0.98	3281	0.23	107675	7.62
Viruses	1413073	1355891	95.95	92	0.01	20	0.00	5104	0.36	51966	3.68
Fungi_RefSeq_release	1413073	1313700	92.97	1333	0.09	288	0.02	9330	0.66	88422	6.26
Coral	1413073	1351466	95.64	253	0.02	158	0.01	8326	0.59	52870	3.74
Bird	1413073	1336251	94.56	1069	0.08	156	0.01	10307	0.73	65290	4.62
Plant	1413073	1336866	94.61	392	0.03	96	0.01	7401	0.52	68318	4.83

%Hit_no_genomes: 89.89
