#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7191628	6601569	91.80	12434	0.17	4421	0.06	46836	0.65	526368	7.32
Ecoli	7191628	7191619	100.00	0	0.00	0	0.00	1	0.00	8	0.00
PhiX	7191628	7191628	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7191628	7191627	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	7191628	7121517	99.02	15	0.00	4	0.00	1948	0.03	68144	0.95
Bacteria_24k	7191628	6912112	96.12	956	0.01	689	0.01	28280	0.39	249591	3.47
Protists_1k	7191628	6469360	89.96	37755	0.52	76196	1.06	17284	0.24	591033	8.22
Viruses	7191628	6876836	95.62	574	0.01	150	0.00	30285	0.42	283783	3.95
Fungi_RefSeq_release	7191628	6649426	92.46	7208	0.10	1513	0.02	51176	0.71	482305	6.71
Coral	7191628	6861744	95.41	1306	0.02	1185	0.02	44543	0.62	282850	3.93
Bird	7191628	6776561	94.23	5423	0.08	861	0.01	57888	0.80	350895	4.88
Plant	7191628	6778666	94.25	1958	0.03	460	0.01	39782	0.55	370762	5.16

%Hit_no_genomes: 89.13
