#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5260288	4866940	92.52	8662	0.16	3127	0.06	33533	0.64	348026	6.62
Ecoli	5260288	5260288	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	5260288	5260288	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5260288	5260287	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	5260288	5213825	99.11	11	0.00	3	0.00	1455	0.03	44994	0.86
Bacteria_24k	5260288	5073408	96.44	566	0.01	352	0.01	18797	0.36	167165	3.18
Protists_1k	5260288	4776679	90.81	26928	0.51	52014	0.99	12056	0.23	392611	7.46
Viruses	5260288	5054724	96.09	355	0.01	96	0.00	18472	0.35	186641	3.55
Fungi_RefSeq_release	5260288	4896655	93.08	5159	0.10	1108	0.02	35095	0.67	322271	6.13
Coral	5260288	5036442	95.75	1022	0.02	326	0.01	30770	0.58	191728	3.64
Bird	5260288	4978856	94.65	3839	0.07	601	0.01	37721	0.72	239271	4.55
Plant	5260288	4982486	94.71	1335	0.03	320	0.01	27684	0.53	248463	4.72

%Hit_no_genomes: 90.01
