#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2229735	2052436	92.05	3775	0.17	1372	0.06	14604	0.65	157548	7.07
Ecoli	2229735	2229734	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	2229735	2229735	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2229735	2229735	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	2229735	2207448	99.00	5	0.00	1	0.00	607	0.03	21674	0.97
Bacteria_24k	2229735	2146131	96.25	311	0.01	208	0.01	8192	0.37	74893	3.36
Protists_1k	2229735	2012084	90.23	11503	0.52	23544	1.06	5342	0.24	177262	7.95
Viruses	2229735	2136436	95.82	140	0.01	34	0.00	8333	0.37	84792	3.80
Fungi_RefSeq_release	2229735	2065948	92.66	2091	0.09	468	0.02	15594	0.70	145634	6.53
Coral	2229735	2129460	95.50	396	0.02	178	0.01	14016	0.63	85685	3.84
Bird	2229735	2103843	94.35	1701	0.08	240	0.01	16565	0.74	107386	4.82
Plant	2229735	2104133	94.36	604	0.03	152	0.01	12256	0.55	112590	5.05

%Hit_no_genomes: 89.43
