#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5315411	4921802	92.59	8962	0.17	3142	0.06	32846	0.62	348659	6.56
Ecoli	5315411	5315409	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	5315411	5315411	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5315411	5315408	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	5315411	5265565	99.06	10	0.00	2	0.00	1363	0.03	48471	0.91
Bacteria_24k	5315411	5126649	96.46	749	0.01	564	0.01	18774	0.35	168675	3.17
Protists_1k	5315411	4833918	90.94	26352	0.50	51066	0.96	12208	0.23	391867	7.37
Viruses	5315411	5107086	96.08	339	0.01	90	0.00	18029	0.34	189867	3.57
Fungi_RefSeq_release	5315411	4951823	93.16	5023	0.09	1148	0.02	34460	0.65	322957	6.08
Coral	5315411	5089852	95.76	979	0.02	204	0.00	30736	0.58	193640	3.64
Bird	5315411	5031907	94.68	3921	0.07	663	0.01	37927	0.71	240993	4.53
Plant	5315411	5037285	94.76	1393	0.03	315	0.01	26997	0.51	249421	4.69

%Hit_no_genomes: 90.14
