#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	209106	193692	92.63	331	0.16	123	0.06	1295	0.62	13665	6.53
Ecoli	209106	209104	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	209106	209106	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	209106	209106	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	209106	207000	99.00	1	0.00	0	0.00	52	0.02	2053	0.98
Bacteria_24k	209106	201686	96.45	21	0.01	17	0.01	712	0.34	6670	3.19
Protists_1k	209106	190288	91.00	986	0.47	1983	0.95	453	0.22	15396	7.36
Viruses	209106	200832	96.04	15	0.01	2	0.00	708	0.34	7549	3.61
Fungi_RefSeq_release	209106	194844	93.17	183	0.09	40	0.02	1356	0.65	12683	6.07
Coral	209106	200266	95.79	31	0.01	9	0.00	1200	0.57	7600	3.63
Bird	209106	198061	94.73	153	0.07	20	0.01	1452	0.69	9420	4.50
Plant	209106	198051	94.71	61	0.03	16	0.01	1125	0.54	9853	4.71

%Hit_no_genomes: 90.24
