Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sgr-AJol_001-Ex11A-lwgs-1-1.clmp.fp2_repr.R1	Sgr-AJol_001-Ex11A-lwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5584087.0	0.0	33-150	41.0	99.2889472301648	80.09849631640768	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Sgr-AJol_001-Ex11A-lwgs-1-1.clmp.fp2_repr.R2	Sgr-AJol_001-Ex11A-lwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5584087.0	0.0	33-150	41.0	99.32815487907367	80.11823401032255	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Sgr-AJol_011-Ex111A-lwgs-1-1.clmp.fp2_repr.R1	Sgr-AJol_011-Ex111A-lwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1801774.0	0.0	33-150	43.0	99.5538274418898	75.88966929259719	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Sgr-AJol_011-Ex111A-lwgs-1-1.clmp.fp2_repr.R2	Sgr-AJol_011-Ex111A-lwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1801774.0	0.0	33-150	43.0	99.55837174737998	75.92482464504427	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Sgr-AJol_012-Ex112A-lwgs-1-1.clmp.fp2_repr.R1	Sgr-AJol_012-Ex112A-lwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	784796.0	0.0	33-150	43.0	99.46764783772618	78.26628448666915	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
Sgr-AJol_012-Ex112A-lwgs-1-1.clmp.fp2_repr.R2	Sgr-AJol_012-Ex112A-lwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	784796.0	0.0	33-150	42.0	99.54222580553689	78.32821905310425	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
Sgr-AJol_013-Ex11B-lwgs-1-1.clmp.fp2_repr.R1	Sgr-AJol_013-Ex11B-lwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	415984.0	0.0	33-150	41.0	99.65472935840288	82.43651678910727	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Sgr-AJol_013-Ex11B-lwgs-1-1.clmp.fp2_repr.R2	Sgr-AJol_013-Ex11B-lwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	415984.0	0.0	33-150	41.0	99.67772058001924	82.38206277164507	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Sgr-AJol_014-Ex12B-lwgs-1-1.clmp.fp2_repr.R1	Sgr-AJol_014-Ex12B-lwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3557572.0	0.0	33-150	41.0	99.52035609082027	77.94265105527028	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Sgr-AJol_014-Ex12B-lwgs-1-1.clmp.fp2_repr.R2	Sgr-AJol_014-Ex12B-lwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3557572.0	0.0	33-150	41.0	99.52154565394666	77.98250379753382	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Sgr-AJol_015-Ex13B-lwgs-1-1.clmp.fp2_repr.R1	Sgr-AJol_015-Ex13B-lwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12205031.0	0.0	33-150	40.0	99.25906083720177	78.99937222609266	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Sgr-AJol_015-Ex13B-lwgs-1-1.clmp.fp2_repr.R2	Sgr-AJol_015-Ex13B-lwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12205031.0	0.0	33-150	40.0	99.25722939468233	79.03297877735828	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Sgr-AJol_016-Ex14B-lwgs-1-1.clmp.fp2_repr.R1	Sgr-AJol_016-Ex14B-lwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5494746.0	0.0	33-150	41.0	99.42891620228987	79.78865356105632	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
