Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Sgr-AJol_001-Ex11A-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_001-Ex11A-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_011-Ex111A-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_011-Ex111A-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_012-Ex112A-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_012-Ex112A-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_013-Ex11B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_013-Ex11B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_014-Ex12B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_014-Ex12B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_015-Ex13B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_015-Ex13B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_016-Ex14B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_016-Ex14B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_017-Ex15B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_017-Ex15B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_018-Ex16B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_018-Ex16B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_021-Ex19B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_021-Ex19B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_022-Ex110B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_022-Ex110B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_023-Ex111B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_023-Ex111B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_024-Ex112B-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_024-Ex112B-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_025-Ex11C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_025-Ex11C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_026-Ex12C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_026-Ex12C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_027-Ex13C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_027-Ex13C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_028-Ex14C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_028-Ex14C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_029-Ex15C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_029-Ex15C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_030-Ex16C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_030-Ex16C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_031-Ex17C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_031-Ex17C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_032-Ex18C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_032-Ex18C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
Sgr-AJol_034-Ex110C-lwgs-1-1.clmp.fp2_repr.R1	0.0	0.0
Sgr-AJol_034-Ex110C-lwgs-1-1.clmp.fp2_repr.R2	0.0	0.0
