# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	75	514
+	138	293
+	78	520
+	166	141
+	64	330
+	132	317
+	54	143
+	113	418
+	85	553
+	71	490
+	122	363
+	96	549
+	103	505
+	82	577
+	133	271
+	93	511
+	117	414
+	92	529
+	168	124
+	65	336
+	145	229
+	136	271
+	111	413
+	87	529
+	109	420
+	57	192
+	95	542
+	140	271
+	114	412
+	100	539
+	152	201
+	134	319
+	86	525
+	230	18
+	127	332
+	169	152
+	91	525
+	76	529
+	106	432
+	104	477
+	150	213
+	125	356
+	90	539
+	67	386
+	58	176
+	214	34
+	97	530
+	77	545
+	73	445
+	61	252
+	107	478
+	148	215
+	110	455
+	154	208
+	164	146
+	66	362
+	147	230
+	118	418
+	89	511
+	158	148
+	128	321
+	43	92
+	143	246
+	121	380
+	162	147
+	234	18
+	53	113
+	123	400
+	62	291
+	108	469
+	175	102
+	153	183
+	193	61
+	72	473
+	116	454
+	102	480
+	120	362
+	88	527
+	178	87
+	115	429
+	156	160
+	56	156
+	257	6
+	124	380
+	204	37
+	60	215
+	42	92
+	69	452
+	105	487
+	129	322
+	80	491
+	81	480
+	141	274
+	112	439
+	137	255
+	184	79
+	163	152
+	68	435
+	186	76
+	119	414
+	157	159
+	98	524
+	151	217
+	59	196
+	63	268
+	50	102
+	55	145
+	155	181
+	171	129
+	130	325
+	46	90
+	99	497
+	181	90
+	173	118
+	131	336
+	83	555
+	174	103
+	74	482
+	146	229
+	51	133
+	45	101
+	223	25
+	84	546
+	101	518
+	240	11
+	144	227
+	177	98
+	70	446
+	209	37
+	160	164
+	149	250
+	201	47
+	195	75
+	79	509
+	94	498
+	135	308
+	245	20
+	188	81
+	167	102
+	170	133
+	185	81
+	187	70
+	190	72
+	126	331
+	237	14
+	159	179
+	176	95
+	49	123
+	161	161
+	38	37
+	180	95
+	33	26
+	212	31
+	226	17
+	34	24
+	227	19
+	40	58
+	48	112
+	142	281
+	220	34
+	199	54
+	192	57
+	206	42
+	172	125
+	235	12
+	139	275
+	183	73
+	36	41
+	197	55
+	182	79
+	47	91
+	211	47
+	203	53
+	222	25
+	208	50
+	44	73
+	200	54
+	217	35
+	39	55
+	251	18
+	52	135
+	179	96
+	250	12
+	202	53
+	194	68
+	37	34
+	216	23
+	165	117
+	30	12
+	244	13
+	210	32
+	191	67
+	221	26
+	32	14
+	238	18
+	239	10
+	225	21
+	249	5
+	207	46
+	219	33
+	198	48
+	205	38
+	189	71
+	247	15
+	215	29
+	232	23
+	246	13
+	41	50
+	28	9
+	254	11
+	35	31
+	259	7
+	228	10
+	236	16
+	243	9
+	196	49
+	224	22
+	25	2
+	31	16
+	242	13
+	213	35
+	241	8
+	229	17
+	218	32
+	29	6
+	233	10
+	253	8
+	27	5
+	252	9
+	255	6
+	248	13
+	231	19
+	256	11
+	258	4
+	26	3
-	105	468
-	117	431
