Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GotPopAL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	587560.0	0.0	33-150	42.0	98.20110908385968	129.20249336238	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2	GotPopAL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	587560.0	0.0	33-150	42.0	98.38387146022673	129.07951017768397	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	975662.0	0.0	33-150	41.0	98.19201525043505	127.55910755979018	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2	GotPopAL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	975662.0	0.0	33-150	41.0	98.37125049333021	127.44439980239058	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1959403.0	0.0	33-150	42.0	97.67238284268014	133.01043838352805	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2	GotPopAL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1959403.0	0.0	33-150	42.0	97.62198464061098	132.85490682621187	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	847224.0	0.0	33-150	42.0	97.9193726565341	132.77969934751613	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
GotPopAL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2	GotPopAL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	847224.0	0.0	33-150	42.0	97.9488946701833	132.64150921125935	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1108022.0	0.0	33-150	41.0	98.13873104507488	125.86332762345874	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2	GotPopAL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1108022.0	0.0	33-150	41.0	98.21509082661785	125.76928707191735	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	960506.0	0.0	33-150	42.0	98.07170638405714	135.0715778974832	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
GotPopAL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2	GotPopAL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	960506.0	0.0	33-150	42.0	98.21015236237695	134.89995169212895	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1663227.0	0.0	33-150	42.0	97.53020249510254	133.79471052357857	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2	GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1663227.0	0.0	33-150	42.0	97.490297680782	133.62030137798388	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
GotPopAL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1	GotPopAL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	549429.0	0.0	33-150	41.0	98.04009940479354	134.3615389795588	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
