Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Par-ARag_001-Ex1-6G-lcwgs-2-T.1	39.08230898907835	58.0	150.0	18.181818181818183	5013161.0
Par-ARag_001-Ex1-6G-lcwgs-2-T.2	37.91911891723857	58.0	150.0	18.181818181818183	5013161.0
Par-ARag_002-Ex1-6H-lcwgs-2-T.1	23.58478688801398	55.0	150.0	27.27272727272727	4647047.0
Par-ARag_002-Ex1-6H-lcwgs-2-T.2	23.301002549175692	55.0	150.0	27.27272727272727	4647047.0
Par-ARag_006-Ex1-7C-lcwgs-2-T.1	34.927842089714744	58.0	150.0	27.27272727272727	3441402.0
Par-ARag_006-Ex1-7C-lcwgs-2-T.2	34.21902347822365	59.0	150.0	27.27272727272727	3441402.0
Par-ARag_007-Ex1-7D-lcwgs-2-T.1	31.83113831961812	56.0	150.0	27.27272727272727	5407035.0
Par-ARag_007-Ex1-7D-lcwgs-2-T.2	31.210900267940644	56.0	150.0	27.27272727272727	5407035.0
Par-ARag_008-Ex1-7E-lcwgs-2-T.1	34.186411286750456	55.0	150.0	27.27272727272727	2689305.0
Par-ARag_008-Ex1-7E-lcwgs-2-T.2	33.631415117046586	55.0	150.0	27.27272727272727	2689305.0
Par-ARag_009-Ex1-7F-lcwgs-2-T.1	43.97792245671038	56.0	150.0	27.27272727272727	3385781.0
Par-ARag_009-Ex1-7F-lcwgs-2-T.2	43.07388930410172	56.0	150.0	27.27272727272727	3385781.0
Par-ARag_010-Ex1-7G-lcwgs-2-T.1	33.279857034001196	57.0	150.0	27.27272727272727	4284020.0
Par-ARag_010-Ex1-7G-lcwgs-2-T.2	32.54558656675812	57.0	150.0	27.27272727272727	4284020.0
Par-ARag_011-Ex1-7H-lcwgs-2-T.1	35.02981778805811	56.0	150.0	27.27272727272727	5337760.0
Par-ARag_011-Ex1-7H-lcwgs-2-T.2	34.19575226679582	56.0	150.0	27.27272727272727	5337760.0
Par-ARag_012-Ex1-8A-lcwgs-2-T.1	34.61407940782732	53.0	150.0	27.27272727272727	3408962.0
Par-ARag_012-Ex1-8A-lcwgs-2-T.2	34.03598535586512	54.0	150.0	27.27272727272727	3408962.0
Par-ARag_013-Ex1-8B-lcwgs-2-T.1	34.13677109852388	56.0	150.0	27.27272727272727	1760727.0
Par-ARag_013-Ex1-8B-lcwgs-2-T.2	33.45527461465029	56.0	150.0	27.27272727272727	1760727.0
Par-ARag_014-Ex1-8C-lcwgs-2-T.1	37.76147050324791	58.0	150.0	27.27272727272727	2911233.0
Par-ARag_014-Ex1-8C-lcwgs-2-T.2	36.98554506164856	58.0	150.0	27.27272727272727	2911233.0
Par-ARag_017-Ex1-8E-lcwgs-2-T.1	41.81415568775249	58.0	150.0	27.27272727272727	4973654.0
Par-ARag_017-Ex1-8E-lcwgs-2-T.2	40.74737751226623	58.0	150.0	27.27272727272727	4973654.0
Par-ARag_019-Ex1-8F-lcwgs-2-T.1	32.2572993001732	51.0	150.0	18.181818181818183	5125927.0
Par-ARag_019-Ex1-8F-lcwgs-2-T.2	31.46853048523333	51.0	150.0	18.181818181818183	5125927.0
Par-ARag_020-Ex1-8G-lcwgs-2-T.1	25.66245419871332	56.0	150.0	27.27272727272727	2889428.0
Par-ARag_020-Ex1-8G-lcwgs-2-T.2	25.435921386415416	56.0	150.0	27.27272727272727	2889428.0
Par-ARag_021-Ex1-8H-lcwgs-2-T.1	28.42220066999252	57.0	150.0	27.27272727272727	4336842.0
Par-ARag_021-Ex1-8H-lcwgs-2-T.2	27.72859569728051	57.0	150.0	27.27272727272727	4336842.0
Par-ARag_022-Ex1-9A-lcwgs-2-T.1	22.275594482570853	53.0	150.0	9.090909090909092	4891809.0
Par-ARag_022-Ex1-9A-lcwgs-2-T.2	22.086923247912523	53.0	150.0	9.090909090909092	4891809.0
Par-ARag_025-Ex1-9D-lcwgs-2-T.1	42.79380756345896	58.0	150.0	27.27272727272727	4320039.0
Par-ARag_025-Ex1-9D-lcwgs-2-T.2	41.95408030855842	58.0	150.0	27.27272727272727	4320039.0
Par-ARag_027-Ex1-9F-lcwgs-2-T.1	25.101109954155547	55.0	150.0	27.27272727272727	2914695.0
Par-ARag_027-Ex1-9F-lcwgs-2-T.2	24.54830001134384	55.0	150.0	27.27272727272727	2914695.0
Par-ARag_028-Ex1-9G-lcwgs-2-T.1	38.000553599324306	57.0	150.0	27.27272727272727	4593098.0
Par-ARag_028-Ex1-9G-lcwgs-2-T.2	37.178963010772904	57.0	150.0	27.27272727272727	4593098.0
Par-ARag_029-Ex1-9H-lcwgs-2-T.1	38.12498547983479	55.0	150.0	27.27272727272727	4199095.0
Par-ARag_029-Ex1-9H-lcwgs-2-T.2	37.34230072059229	55.0	150.0	27.27272727272727	4199095.0
Par-ARag_030-Ex1-10A-lcwgs-2-T.1	37.20394842862396	55.0	150.0	27.27272727272727	2038538.0
Par-ARag_030-Ex1-10A-lcwgs-2-T.2	36.58486267735035	56.0	150.0	27.27272727272727	2038538.0
Par-CPas_003-Ex1-5C-lcwgs-1-T.1	15.958178788378945	42.0	150.0	18.181818181818183	180629.0
Par-CPas_003-Ex1-5C-lcwgs-1-T.2	15.589098504962053	42.0	150.0	18.181818181818183	180629.0
Par-CPas_004-Ex1-7D7E-lcwgs-1and2-T.1	2.6754923255885785	44.0	150.0	18.181818181818183	97141.0
Par-CPas_004-Ex1-7D7E-lcwgs-1and2-T.2	2.592108378542534	44.0	150.0	18.181818181818183	97141.0
Par-CPas_008-Ex1-6E6F-lcwgs-1and2-T.1	8.67609999600596	42.0	150.0	9.090909090909092	642659.0
Par-CPas_008-Ex1-6E6F-lcwgs-1and2-T.2	8.283158591674095	42.0	150.0	9.090909090909092	642659.0
Par-CPas_010-Ex1-5A-lcwgs-1-T.1	10.560178962266775	40.0	150.0	0.0	5053609.0
Par-CPas_010-Ex1-5A-lcwgs-1-T.2	10.18896460500531	40.0	150.0	0.0	5053609.0
Par-CPas_013-Ex1-2F3G-lcwgs-1and2-T.1	7.917397544251315	43.0	150.0	9.090909090909092	50168.0
Par-CPas_013-Ex1-2F3G-lcwgs-1and2-T.2	7.594482538670064	43.0	150.0	18.181818181818183	50168.0
Par-CPas_015-Ex1-7H-lcwgs-1-T.1	9.853498287569977	42.0	150.0	0.0	415879.0
Par-CPas_015-Ex1-7H-lcwgs-1-T.2	9.476394162006159	42.0	150.0	0.0	415879.0
Par-CPas_016-Ex1-6F6G-lcwgs-1and2-T.1	11.186136619961388	43.0	150.0	18.181818181818183	368497.0
Par-CPas_016-Ex1-6F6G-lcwgs-1and2-T.2	10.818954710150734	43.0	150.0	18.181818181818183	368497.0
Par-CPas_018-Ex1-3H4H-lcwgs-1and2-T.1	10.412719858775006	43.0	150.0	18.181818181818183	139682.0
Par-CPas_018-Ex1-3H4H-lcwgs-1and2-T.2	10.08781126768497	43.0	150.0	18.181818181818183	139682.0
Par-CPas_020-Ex1-6A-lcwgs-1-T.1	8.620166061296061	43.0	150.0	18.181818181818183	235978.0
Par-CPas_020-Ex1-6A-lcwgs-1-T.2	8.201708803737006	43.0	150.0	18.181818181818183	235978.0
Par-CPas_023-Ex1-8H-lcwgs-1-T.1	9.99009420414464	41.0	150.0	0.0	711658.0
Par-CPas_023-Ex1-8H-lcwgs-1-T.2	9.473187108644652	41.0	150.0	0.0	711658.0
Par-CPas_027-Ex1-2E-lcwgs-1-T.1	2.2760427027385504	43.0	150.0	18.181818181818183	60324.0
Par-CPas_027-Ex1-2E-lcwgs-1-T.2	2.203103242490556	43.0	150.0	18.181818181818183	60324.0
Par-CPas_028-Ex1-3C-lcwgs-1-T.1	21.553718105071724	45.0	150.0	18.181818181818183	2739619.0
Par-CPas_028-Ex1-3C-lcwgs-1-T.2	20.997113815227294	45.0	150.0	18.181818181818183	2739619.0
Par-CPas_033-Ex1-5F-lcwgs-1-T.1	10.796198477910963	41.0	150.0	18.181818181818183	1255785.0
Par-CPas_033-Ex1-5F-lcwgs-1-T.2	10.402190747800645	41.0	150.0	18.181818181818183	1255785.0
Par-CPas_035-Ex1-2G3H-lcwgs-1and2-T.1	12.961173979352097	42.0	150.0	18.181818181818183	809508.0
Par-CPas_035-Ex1-2G3H-lcwgs-1and2-T.2	12.537108109420828	42.0	150.0	18.181818181818183	809508.0
Par-CPas_037-Ex1-7C7D-lcwgs-1and2-T.1	3.8751851208272114	44.0	150.0	18.181818181818183	123401.0
Par-CPas_037-Ex1-7C7D-lcwgs-1and2-T.2	3.853321332891298	44.0	150.0	18.181818181818183	123401.0
Par-CPas_038-Ex1-4D-lcwgs-1-T.1	14.240433242664324	41.0	150.0	18.181818181818183	11071401.0
Par-CPas_038-Ex1-4D-lcwgs-1-T.2	13.560365313955415	41.0	150.0	18.181818181818183	11071401.0
Par-CPas_041-Ex1-8F-lcwgs-1-T.1	10.44598321971742	43.0	150.0	9.090909090909092	239010.0
