# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	84	601
+	121	366
+	81	632
+	112	392
+	83	634
+	76	644
+	99	497
+	115	397
+	82	589
+	109	462
+	77	643
+	78	612
+	134	249
+	98	572
+	136	245
+	105	457
+	118	330
+	160	117
+	114	381
+	174	78
+	102	503
+	75	608
+	123	316
+	48	133
+	63	384
+	94	553
+	87	606
+	72	600
+	165	83
+	113	432
+	52	168
+	101	515
+	132	253
+	92	559
+	96	568
+	60	293
+	193	36
+	93	562
+	61	326
+	110	421
+	159	107
+	169	83
+	106	507
+	175	67
+	49	136
+	85	631
+	111	418
+	128	298
+	89	557
+	127	279
+	116	420
+	47	112
+	97	541
+	130	318
+	68	513
+	125	288
+	95	563
+	140	224
+	53	170
+	88	607
+	80	637
+	104	509
+	69	557
+	91	547
+	166	100
+	138	198
+	135	239
+	170	80
+	66	514
+	103	491
+	79	622
+	137	222
+	143	189
+	42	82
+	238	9
+	100	521
+	90	573
+	71	568
+	38	47
+	67	493
+	235	10
+	44	87
+	142	189
+	126	315
+	62	357
+	119	337
+	65	478
+	54	175
+	156	130
+	129	304
+	74	601
+	146	194
+	39	78
+	141	197
+	171	76
+	46	109
+	155	129
+	73	582
+	70	543
+	64	442
+	51	123
+	164	108
+	55	172
+	50	145
+	223	18
+	133	247
+	187	46
+	108	444
+	107	439
+	57	225
+	191	38
+	236	6
+	144	185
+	152	165
+	122	306
+	147	189
+	153	145
+	149	134
+	185	47
+	196	38
+	209	25
+	43	98
+	172	80
+	45	137
+	86	600
+	120	335
+	150	146
+	117	372
+	145	166
+	158	115
+	139	213
+	184	60
+	148	163
+	157	125
+	194	39
+	41	70
+	182	56
+	162	107
+	197	38
+	58	244
+	219	16
+	154	120
+	207	18
+	243	6
+	59	266
+	124	331
+	40	86
+	256	4
+	231	16
+	203	23
+	178	65
+	131	245
+	33	40
+	255	4
+	176	69
+	151	138
+	258	3
+	168	97
+	173	63
+	228	8
+	211	20
+	56	182
+	199	27
+	213	14
+	180	54
+	167	84
+	163	89
+	200	30
+	181	62
+	161	103
+	227	15
+	34	37
+	208	23
+	230	11
+	190	40
+	179	72
+	31	18
+	218	12
+	189	44
+	242	7
+	37	54
+	27	12
+	206	22
+	204	17
+	183	49
+	217	16
+	233	9
+	198	20
+	232	7
+	177	58
+	250	8
+	226	7
+	205	24
+	225	9
+	28	10
+	30	18
+	202	27
+	195	28
+	257	3
+	234	10
+	188	35
+	249	4
+	221	11
+	237	7
+	222	13
+	210	16
+	216	12
+	224	12
+	186	47
+	212	16
+	247	3
+	36	41
+	214	23
+	201	20
+	253	6
+	192	31
+	252	3
+	35	31
+	241	4
+	220	8
+	29	9
+	32	21
+	215	16
+	240	6
+	246	3
+	248	3
+	254	4
+	244	2
+	259	2
+	25	4
+	26	2
+	239	3
+	229	6
+	245	4
-	160	110
-	119	368
-	95	553
-	117	388
-	166	83
-	82	585
-	64	411
-	76	586
-	34	34
-	71	558
-	65	479
-	105	505
-	178	59
-	91	587
-	90	585
-	85	638
-	116	344
-	161	124
-	113	413
-	251	2
-	134	267
-	123	330
-	78	622
-	104	451
-	112	408
-	77	594
-	80	592
-	67	495
-	79	566
-	55	192
-	158	135
-	66	491
-	88	598
-	59	278
-	74	625
-	75	579
-	69	554
-	110	441
-	73	582
-	103	488
-	61	330
-	115	387
-	107	475
-	102	484
-	108	430
-	138	243
-	99	489
-	42	76
-	111	438
-	47	161
-	94	587
-	89	583
-	106	474
-	186	52
-	83	593
-	147	178
-	120	348
-	86	627
-	109	449
-	44	96
-	57	227
-	114	400
-	70	571
-	62	318
-	96	530
-	56	209
-	196	44
-	68	557
-	101	511
-	72	626
-	81	609
-	124	308
-	84	628
-	136	234
-	171	89
-	87	617
-	150	161
-	125	334
-	97	557
-	93	549
-	175	73
-	181	57
-	191	30
-	128	292
-	164	119
-	58	232
-	148	164
-	139	213
-	52	171
-	126	308
-	144	182
-	132	249
-	127	304
-	155	143
-	133	282
-	131	297
-	151	136
-	141	185
-	49	143
-	135	221
-	174	79
-	170	82
-	63	379
-	176	67
-	137	245
-	140	224
-	146	172
-	122	330
-	33	26
-	129	304
-	130	287
-	201	22
-	204	29
-	98	560
-	145	184
-	142	185
-	149	154
-	92	552
-	154	142
-	60	262
-	121	352
-	162	117
-	185	51
-	35	34
-	51	144
-	172	98
-	100	479
-	219	19
-	177	49
-	153	144
-	157	118
-	118	364
-	187	43
-	165	96
-	143	210
-	180	69
-	53	169
-	192	37
-	182	49
-	167	87
-	203	31
-	184	64
-	179	52
-	183	43
-	50	146
-	46	116
-	190	45
-	54	166
-	195	39
-	173	70
-	200	26
-	198	26
-	152	126
-	169	77
-	30	13
-	197	38
-	156	113
-	38	51
-	41	72
-	40	73
-	168	94
-	163	109
-	48	112
-	199	34
-	224	13
-	202	16
-	207	21
-	39	73
-	189	35
-	188	46
-	234	12
-	194	39
-	37	56
-	235	4
-	36	44
-	159	114
-	231	11
-	229	9
-	45	106
-	218	14
-	216	8
-	205	25
-	206	21
-	223	14
-	220	9
-	43	70
-	29	6
-	208	22
-	193	37
-	217	15
-	225	11
-	215	12
-	253	4
-	242	9
-	212	17
-	32	18
-	209	20
-	28	7
-	213	11
-	211	19
-	210	21
-	222	17
-	230	13
-	241	11
-	240	2
-	244	7
-	232	9
-	25	4
-	246	4
-	221	11
-	31	20
-	236	4
-	237	8
-	243	5
-	227	12
-	233	11
-	214	12
-	239	3
-	226	6
-	27	8
-	249	5
-	228	8
-	245	6
-	247	1
-	248	3
-	259	3
-	238	7
-	252	2
-	256	2
-	254	5
-	250	4
-	255	2
-	258	3
-	257	1
