Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	1313686	7329.0	0.56	931.0	0.07	0.0	0.0	9.0	0.0	538.0	0.05	1064515.0	81.04	23137.0	1.77	9297.0	0.7000000000000001	6479.0	0.49	2959.0	0.22	3651.0	0.27	3307.0	0.25	240273	18.29
Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	1313686	7444.0	0.56	900.0	0.07	0.0	0.0	7.0	0.0	558.0	0.05	1060726.0	80.72999999999999	23152.0	1.7600000000000002	9240.0	0.7000000000000001	6620.0	0.5	3053.0	0.23	3762.0	0.28	3419.0	0.26	243951	18.57
Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	30488	85.0	0.28	42.0	0.13	0.0	0.0	6.0	0.02	11.0	0.03	25431.0	83.42000000000002	1049.0	3.44	297.0	0.97	147.0	0.48	37.0	0.12	40.0	0.13	60.0	0.19	4881	16.01
Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	30488	79.0	0.25	36.0	0.12	0.0	0.0	5.0	0.02	13.0	0.05	25395.0	83.29	1016.0	3.33	285.0	0.9299999999999999	134.0	0.43	35.0	0.11000000000000001	37.0	0.11	64.0	0.21000000000000002	4926	16.16
Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	731187	7498.0	1.02	256.0	0.03	0.0	0.0	30.0	0.0	83.0	0.01	180155.0	24.64	63605.0	8.7	1262.0	0.16999999999999998	2495.0	0.33999999999999997	318.0	0.04	344.0	0.05	344.0	0.05	533181	72.92
Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	731187	7481.0	1.02	248.0	0.04	0.0	0.0	31.0	0.0	84.0	0.01	178108.0	24.349999999999998	61917.0	8.47	1207.0	0.16	2453.0	0.33999999999999997	311.0	0.04	340.0	0.05	361.0	0.05	535448	73.23
Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	172647	1172.0	0.6799999999999999	164.0	0.09	0.0	0.0	17.0	0.01	35.0	0.02	133787.0	77.49000000000001	6037.0	3.5	1267.0	0.73	569.0	0.33	90.0	0.05	80.0	0.05	211.0	0.12	37050	21.46
Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	172647	1170.0	0.68	144.0	0.08	0.0	0.0	15.0	0.01	37.0	0.02	133053.0	77.08	5913.0	3.42	1192.0	0.69	536.0	0.31	87.0	0.05	85.0	0.05	194.0	0.12	37775	21.88
Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	52276	748.0	1.4300000000000002	10.0	0.02	0.0	0.0	60.0	0.11	136.0	0.26	16985.0	32.489999999999995	6494.0	12.42	481.0	0.9199999999999999	777.0	1.48	435.0	0.8400000000000001	513.0	0.98	386.0	0.74	33890	64.83
Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	52276	757.0	1.4600000000000002	12.0	0.03	0.0	0.0	61.0	0.12	133.0	0.25	16847.0	32.23	6379.0	12.190000000000001	451.0	0.87	784.0	1.5	433.0	0.82	513.0	0.98	385.0	0.74	34036	65.11
Sne-ABir_006-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	32687	74.0	0.23	9.0	0.02	0.0	0.0	1.0	0.0	3.0	0.01	8878.0	27.159999999999997	3198.0	9.78	58.0	0.18	86.0	0.27	22.0	0.060000000000000005	23.0	0.06999999999999999	17.0	0.060000000000000005	23243	71.11
