#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1806693	1673491	92.62	3051	0.17	1085	0.06	11346	0.63	117720	6.52
Ecoli	1806693	1806692	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	1806693	1806693	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1806693	1806692	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	1806693	1789665	99.06	7	0.00	1	0.00	511	0.03	16509	0.91
Bacteria_24k	1806693	1743583	96.50	195	0.01	149	0.01	6293	0.35	56473	3.13
Protists_1k	1806693	1643489	90.98	9114	0.50	17422	0.96	4182	0.23	132486	7.33
Viruses	1806693	1737294	96.16	102	0.01	40	0.00	6307	0.35	62950	3.48
Fungi_RefSeq_release	1806693	1683331	93.18	1816	0.10	371	0.02	11983	0.66	109192	6.04
Coral	1806693	1730275	95.77	338	0.02	58	0.00	10701	0.59	65321	3.62
Bird	1806693	1710356	94.67	1379	0.08	218	0.01	13005	0.72	81735	4.52
Plant	1806693	1713112	94.81	462	0.03	101	0.01	9022	0.50	83996	4.65

%Hit_no_genomes: 90.16
