Sample	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	135
Sfa-ABas_001_Ex1_L3_clmp.fp2_repr.R1	59343.0	173622.0	201713.0	227724.0	249043.0	260044.0	280032.0	318844.0	424908.0	638040.0	893339.0	1074463.0	1157901.0	1167926.0	1138829.0	1075788.0	998982.0	919503.0	847726.0	773749.0	820000.0	4904739.0
Sfa-ABas_001_Ex1_L3_clmp.fp2_repr.R2	57739.0	169419.0	197679.0	227679.0	253915.0	264361.0	284657.0	324016.0	430433.0	643812.0	897921.0	1077455.0	1160084.0	1168652.0	1138241.0	1074613.0	997193.0	916787.0	845282.0	770341.0	849627.0	4856352.0
Sfa-ABas_002_Ex1_L3_clmp.fp2_repr.R1	53545.0	153937.0	176485.0	198140.0	218204.0	228944.0	248550.0	280485.0	355589.0	499544.0	677066.0	807455.0	883884.0	914409.0	919334.0	897510.0	868528.0	832306.0	807055.0	771871.0	904935.0	7151321.0
Sfa-ABas_002_Ex1_L3_clmp.fp2_repr.R2	52163.0	150449.0	173031.0	198051.0	223445.0	233216.0	253881.0	286288.0	361674.0	505060.0	681604.0	811258.0	886969.0	916374.0	919507.0	897158.0	868063.0	831086.0	805345.0	769392.0	960273.0	7064810.0
Sfa-ABas_003_Ex1_L3_clmp.fp2_repr.R1	54518.0	160328.0	187574.0	210816.0	233725.0	246357.0	266635.0	303541.0	390029.0	556102.0	752283.0	895908.0	976900.0	1001244.0	1000792.0	971211.0	930578.0	877449.0	840627.0	790069.0	875996.0	5645295.0
Sfa-ABas_003_Ex1_L3_clmp.fp2_repr.R2	52943.0	156625.0	184131.0	210836.0	238394.0	250509.0	271040.0	308322.0	395586.0	560896.0	756747.0	899462.0	979157.0	1002360.0	1000317.0	969837.0	929137.0	875887.0	838645.0	787337.0	909044.0	5590765.0
Sfa-ABas_004_Ex1_L3_clmp.fp2_repr.R1	61766.0	177800.0	204502.0	225004.0	246528.0	260049.0	281226.0	315626.0	395875.0	542801.0	715400.0	838676.0	911681.0	938589.0	940002.0	917702.0	882098.0	840216.0	805681.0	760828.0	844990.0	5207438.0
Sfa-ABas_004_Ex1_L3_clmp.fp2_repr.R2	60760.0	174916.0	201933.0	226074.0	251885.0	264564.0	285871.0	321435.0	401878.0	548118.0	720005.0	842615.0	914143.0	939512.0	939922.0	917258.0	881448.0	839141.0	803841.0	757691.0	903772.0	5117696.0
Sfa-ABas_005_Ex1_L3_clmp.fp2_repr.R1	98512.0	282141.0	319495.0	353411.0	383394.0	395433.0	419633.0	450491.0	521668.0	649298.0	803789.0	915424.0	984027.0	1005325.0	1005847.0	978463.0	940585.0	895401.0	861199.0	815629.0	910698.0	5746598.0
Sfa-ABas_005_Ex1_L3_clmp.fp2_repr.R2	96992.0	278257.0	316184.0	354348.0	388985.0	400408.0	424776.0	456310.0	527603.0	655089.0	808216.0	919041.0	986530.0	1006726.0	1005992.0	977511.0	939904.0	893997.0	859333.0	812126.0	964599.0	5663534.0
Sfa-ABas_006_Ex1_L3_clmp.fp2_repr.R1	62766.0	181874.0	210164.0	236334.0	260040.0	274490.0	293896.0	323288.0	384284.0	494210.0	632010.0	736802.0	799830.0	824642.0	826326.0	807665.0	778229.0	740354.0	711251.0	672702.0	745376.0	4603813.0
Sfa-ABas_006_Ex1_L3_clmp.fp2_repr.R2	61520.0	179020.0	207682.0	237030.0	264701.0	278389.0	297844.0	327505.0	388999.0	498758.0	636281.0	740347.0	802368.0	825523.0	826201.0	806781.0	777621.0	739148.0	709465.0	670779.0	789322.0	4535062.0
Sfa-ABas_007_Ex1_L3_clmp.fp2_repr.R1	41612.0	120082.0	137050.0	152532.0	167367.0	175397.0	191816.0	219427.0	294464.0	440702.0	613291.0	736940.0	805144.0	827047.0	825807.0	799598.0	768035.0	725866.0	695558.0	656696.0	744808.0	4996170.0
