PsC0107009A	Psq-CVer_070_Ex1-9A-lcwgs-1-1
PsC0104309B	Psq-CVer_043_Ex1-9B-lcwgs-1-1
PsC0101809C	Psq-CVer_018_Ex1-9C-lcwgs-1-1
PsC0105509D	Psq-CVer_055_Ex1-9D-lcwgs-1-1
PsC0105209F	Psq-CVer_052_Ex1-9F-lcwgs-1-1
PsC0102109E	Psq-CVer_021_Ex1-9E-lcwgs-1-1
PsC0107609G	Psq-CVer_076_Ex1-9G-lcwgs-1-1
PsC0103409H	Psq-CVer_034_Ex1-9H-lcwgs-1-1
PsC0101010A	Psq-CVer_010_Ex1-10A-lcwgs-1-1
PsC0103210B	Psq-CVer_032_Ex1-10B-lcwgs-1-1
PsC0101210C	Psq-CVer_012_Ex1-10C-lcwgs-1-1
PsC0102310D	Psq-CVer_023_Ex1-10D-lcwgs-1-1
PsC0104910F	Psq-CVer_049_Ex1-10F-lcwgs-1-1
PsC0104510E	Psq-CVer_045_Ex1-10E-lcwgs-1-1
PsC0105710G	Psq-CVer_057_Ex1-10G-lcwgs-1-1
PsC0102410H	Psq-CVer_024_Ex1-10H-lcwgs-1-1
PsC0105611A	Psq-CVer_056_Ex1-11A-lcwgs-1-1
PsC0108011B	Psq-CVer_080_Ex1-11B-lcwgs-1-1
PsC0103311C	Psq-CVer_033_Ex1-11C-lcwgs-1-1
PsC0105111D	Psq-CVer_051_Ex1-11D-lcwgs-1-1
PsC0104811F	Psq-CVer_048_Ex1-11F-lcwgs-1-1
PsC0108511E	Psq-CVer_085_Ex1-11E-lcwgs-1-1
PsC0106711G	Psq-CVer_067_Ex1-11G-lcwgs-1-1
PsC0103011H	Psq-CVer_030_Ex1-11H-lcwgs-1-1
PsC0104712A	Psq-CVer_047_Ex1-12A-lcwgs-1-1
PsC0103712B	Psq-CVer_037_Ex1-12B-lcwgs-1-1
PsC0107512C	Psq-CVer_075_Ex1-12C-lcwgs-1-1
PsC0107212D	Psq-CVer_072_Ex1-12D-lcwgs-1-1
