samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
SfaCBas001_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_001_Ex1_L3_1.fq.gz modern/Sfa-CBas_001_Ex1_L3_2.fq.gz
SfaCBas002_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_002_Ex1_L3_1.fq.gz modern/Sfa-CBas_002_Ex1_L3_2.fq.gz
SfaCBas003_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_003_Ex1_L3_1.fq.gz modern/Sfa-CBas_003_Ex1_L3_2.fq.gz
SfaCBas006_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_006_Ex1_L3_1.fq.gz modern/Sfa-CBas_006_Ex1_L3_2.fq.gz
SfaCBas007_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_007_Ex1_L3_1.fq.gz modern/Sfa-CBas_007_Ex1_L3_2.fq.gz
SfaCBas008_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_008_Ex1_L3_1.fq.gz modern/Sfa-CBas_008_Ex1_L3_2.fq.gz
SfaCBas009_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_009_Ex1_L3_1.fq.gz modern/Sfa-CBas_009_Ex1_L3_2.fq.gz
SfaCBas010_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_010_Ex1_L3_1.fq.gz modern/Sfa-CBas_010_Ex1_L3_2.fq.gz
SfaCBas014_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_014_Ex1_L3_1.fq.gz modern/Sfa-CBas_014_Ex1_L3_2.fq.gz
SfaCBas015_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_015_Ex1_L3_1.fq.gz modern/Sfa-CBas_015_Ex1_L3_2.fq.gz
SfaCBas016_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_016_Ex1_L3_1.fq.gz modern/Sfa-CBas_016_Ex1_L3_2.fq.gz
SfaCBas017_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_017_Ex1_L3_1.fq.gz modern/Sfa-CBas_017_Ex1_L3_2.fq.gz
SfaCBas019_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_019_Ex1_L3_1.fq.gz modern/Sfa-CBas_019_Ex1_L3_2.fq.gz
SfaCBas020_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_020_Ex1_L3_1.fq.gz modern/Sfa-CBas_020_Ex1_L3_2.fq.gz
SfaCBas021_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_021_Ex1_L3_1.fq.gz modern/Sfa-CBas_021_Ex1_L3_2.fq.gz
SfaCBas023_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_023_Ex1_L3_1.fq.gz modern/Sfa-CBas_023_Ex1_L3_2.fq.gz
SfaCBas025_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_025_Ex1_L3_1.fq.gz modern/Sfa-CBas_025_Ex1_L3_2.fq.gz
SfaCBas026_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_026_Ex1_L3_1.fq.gz modern/Sfa-CBas_026_Ex1_L3_2.fq.gz
SfaCBas027_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_027_Ex1_L3_1.fq.gz modern/Sfa-CBas_027_Ex1_L3_2.fq.gz
SfaCBas028_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_028_Ex1_L3_1.fq.gz modern/Sfa-CBas_028_Ex1_L3_2.fq.gz
SfaCBas029_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_029_Ex1_L3_1.fq.gz modern/Sfa-CBas_029_Ex1_L3_2.fq.gz
SfaCBas030_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_030_Ex1_L3_1.fq.gz modern/Sfa-CBas_030_Ex1_L3_2.fq.gz
SfaCBas031_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_031_Ex1_L3_1.fq.gz modern/Sfa-CBas_031_Ex1_L3_2.fq.gz
SfaCBas032_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_032_Ex1_L3_1.fq.gz modern/Sfa-CBas_032_Ex1_L3_2.fq.gz
SfaCBas033_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_033_Ex1_L3_1.fq.gz modern/Sfa-CBas_033_Ex1_L3_2.fq.gz
SfaCBas036_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_036_Ex1_L3_1.fq.gz modern/Sfa-CBas_036_Ex1_L3_2.fq.gz
SfaCBas039_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_039_Ex1_L3_1.fq.gz modern/Sfa-CBas_039_Ex1_L3_2.fq.gz
SfaCBas041_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_041_Ex1_L3_1.fq.gz modern/Sfa-CBas_041_Ex1_L3_2.fq.gz
SfaCBas042_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_042_Ex1_L3_1.fq.gz modern/Sfa-CBas_042_Ex1_L3_2.fq.gz
SfaCBas043_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_043_Ex1_L3_1.fq.gz modern/Sfa-CBas_043_Ex1_L3_2.fq.gz
SfaCBas044_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_044_Ex1_L3_1.fq.gz modern/Sfa-CBas_044_Ex1_L3_2.fq.gz
SfaCBas046_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_046_Ex1_L3_1.fq.gz modern/Sfa-CBas_046_Ex1_L3_2.fq.gz
SfaCBas048_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_048_Ex1_L3_1.fq.gz modern/Sfa-CBas_048_Ex1_L3_2.fq.gz
SfaCBas056_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_056_Ex1_L3_1.fq.gz modern/Sfa-CBas_056_Ex1_L3_2.fq.gz
SfaCBas059_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_059_Ex1_L3_1.fq.gz modern/Sfa-CBas_059_Ex1_L3_2.fq.gz
SfaCBas061_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_061_Ex1_L3_1.fq.gz modern/Sfa-CBas_061_Ex1_L3_2.fq.gz
SfaCBas062_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_062_Ex1_L3_1.fq.gz modern/Sfa-CBas_062_Ex1_L3_2.fq.gz
SfaCBas066_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_066_Ex1_L3_1.fq.gz modern/Sfa-CBas_066_Ex1_L3_2.fq.gz
SfaCBas067_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_067_Ex1_L3_1.fq.gz modern/Sfa-CBas_067_Ex1_L3_2.fq.gz
SfaCBas073_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_073_Ex1_L3_1.fq.gz modern/Sfa-CBas_073_Ex1_L3_2.fq.gz
SfaCBas076_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_076_Ex1_L3_1.fq.gz modern/Sfa-CBas_076_Ex1_L3_2.fq.gz
SfaCBas078_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_078_Ex1_L3_1.fq.gz modern/Sfa-CBas_078_Ex1_L3_2.fq.gz
SfaCBas084_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_084_Ex1_L3_1.fq.gz modern/Sfa-CBas_084_Ex1_L3_2.fq.gz
SfaCBas086_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_086_Ex1_L3_1.fq.gz modern/Sfa-CBas_086_Ex1_L3_2.fq.gz
SfaCBas088_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_088_Ex1_L3_1.fq.gz modern/Sfa-CBas_088_Ex1_L3_2.fq.gz
SfaCBas090_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_090_Ex1_L3_1.fq.gz modern/Sfa-CBas_090_Ex1_L3_2.fq.gz
SfaCBas091_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_091_Ex1_L3_1.fq.gz modern/Sfa-CBas_091_Ex1_L3_2.fq.gz
SfaCBas092_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_092_Ex1_L3_1.fq.gz modern/Sfa-CBas_092_Ex1_L3_2.fq.gz
SfaCBas096_Ex1_L3 HK7K2DSX3:3 illumina modern/Sfa-CBas_096_Ex1_L3_1.fq.gz modern/Sfa-CBas_096_Ex1_L3_2.fq.gz
