Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Dar-CJol_073-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	22976.0	42933.0	9965.0	4001.0	4070.0	535.0	296.0	229.0	1.0	0.0	0.0	200517.0	5071365.0
Dar-CJol_073-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	22838.0	42808.0	9559.0	3896.0	3822.0	498.0	272.0	252.0	8.0	1.0	0.0	196747.0	5076187.0
Dar-CJol_074-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	1549.0	14576.0	2006.0	1378.0	1210.0	195.0	99.0	74.0	3.0	0.0	0.0	63679.0	1750054.0
Dar-CJol_074-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	1524.0	14570.0	1935.0	1360.0	1204.0	183.0	103.0	60.0	2.0	0.0	0.0	62544.0	1751338.0
Dar-CJol_075-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0
Dar-CJol_075-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0
Dar-CJol_076-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	4901.0	25128.0	3657.0	2463.0	2202.0	329.0	173.0	116.0	5.0	1.0	0.0	103564.0	3075044.0
Dar-CJol_076-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	4976.0	25134.0	3613.0	2491.0	2174.0	296.0	146.0	126.0	1.0	0.0	0.0	102295.0	3076331.0
Dar-CJol_077-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	1250.0	10446.0	1308.0	973.0	733.0	106.0	55.0	43.0	2.0	0.0	0.0	44095.0	1098055.0
Dar-CJol_077-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	1287.0	10580.0	1314.0	1014.0	753.0	111.0	73.0	59.0	2.0	0.0	0.0	43586.0	1098287.0
Dar-CJol_078-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	2772.0	12902.0	1986.0	1263.0	1208.0	156.0	83.0	63.0	10.0	0.0	0.0	58082.0	1437391.0
Dar-CJol_078-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	2782.0	12854.0	1867.0	1217.0	1096.0	164.0	68.0	66.0	6.0	0.0	0.0	56586.0	1439210.0
Dar-CJol_080-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	8835.0	21812.0	3538.0	2140.0	2105.0	299.0	144.0	112.0	2.0	0.0	0.0	99180.0	2576297.0
Dar-CJol_080-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	8722.0	21839.0	3518.0	2061.0	1963.0	256.0	130.0	102.0	3.0	0.0	0.0	97130.0	2578740.0
Dar-CJol_081-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	3070.0	31679.0	4137.0	2940.0	2440.0	364.0	225.0	154.0	6.0	0.0	0.0	132731.0	3464571.0
Dar-CJol_081-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	2982.0	31933.0	4029.0	3042.0	2384.0	390.0	191.0	143.0	3.0	0.0	0.0	130463.0	3466757.0
Dar-CJol_082-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	1572.0	7482.0	1034.0	739.0	666.0	89.0	45.0	44.0	5.0	0.0	0.0	31329.0	843695.0
Dar-CJol_082-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	1510.0	7400.0	1045.0	694.0	656.0	69.0	43.0	48.0	1.0	0.0	0.0	30741.0	844493.0
Dar-CJol_083-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	1728.0	7730.0	1066.0	709.0	736.0	78.0	48.0	52.0	1.0	0.0	0.0	36384.0	802904.0
Dar-CJol_083-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	1717.0	7747.0	1032.0	752.0	698.0	76.0	44.0	55.0	0.0	0.0	0.0	36156.0	803159.0
Dar-CJol_084-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	1851.0	10682.0	1521.0	1054.0	931.0	122.0	66.0	54.0	1.0	0.0	0.0	48920.0	1198390.0
Dar-CJol_084-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	1861.0	10584.0	1478.0	1023.0	957.0	138.0	61.0	68.0	0.0	0.0	0.0	48021.0	1199401.0
Dar-CJol_085-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	23900.0	29281.0	3893.0	2470.0	2416.0	309.0	179.0	177.0	5.0	0.0	0.0	150015.0	3120340.0
Dar-CJol_085-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	23852.0	29306.0	3850.0	2385.0	2258.0	279.0	178.0	161.0	7.0	0.0	0.0	148036.0	3122673.0
Dar-CJol_086-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0
Dar-CJol_086-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0
Dar-CJol_087-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	6112.0	16949.0	2526.0	1648.0	1654.0	203.0	117.0	88.0	1.0	0.0	0.0	69449.0	1993346.0
Dar-CJol_087-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	6030.0	16835.0	2414.0	1667.0	1479.0	201.0	117.0	85.0	2.0	0.0	0.0	67825.0	1995438.0
Dar-CJol_088-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	3181.0	10475.0	1598.0	1027.0	909.0	108.0	64.0	59.0	0.0	0.0	0.0	45776.0	1258903.0
Dar-CJol_088-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	3179.0	10347.0	1460.0	1032.0	848.0	122.0	85.0	54.0	1.0	0.0	0.0	45143.0	1259829.0
Dar-CJol_090-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	3156.0	8920.0	1320.0	830.0	817.0	152.0	66.0	52.0	5.0	0.0	0.0	38955.0	1115401.0
Dar-CJol_090-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	3161.0	8955.0	1254.0	829.0	810.0	152.0	72.0	46.0	4.0	0.0	0.0	38055.0	1116336.0
Dar-CJol_092-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	9426.0	25186.0	3772.0	2495.0	2324.0	296.0	169.0	129.0	7.0	0.0	0.0	106547.0	3125251.0
Dar-CJol_092-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	9339.0	25178.0	3508.0	2453.0	2213.0	292.0	154.0	111.0	6.0	0.0	0.0	105459.0	3126889.0
Dar-CJol_094-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	4853.0	14014.0	2003.0	1393.0	1248.0	164.0	92.0	120.0	5.0	0.0	0.0	64272.0	1643931.0
Dar-CJol_094-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	4847.0	14002.0	1984.0	1339.0	1202.0	156.0	73.0	95.0	1.0	0.0	0.0	63253.0	1645143.0
