#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.99575	0.00224	0.00000	0.00000	0.00000	0.00201
2	0.99546	0.00256	0.00000	0.00000	0.00001	0.00196
3	0.99587	0.00218	0.00000	0.00000	0.00000	0.00195
4	0.99600	0.00212	0.00001	0.00001	0.00000	0.00186
5	0.99627	0.00183	0.00000	0.00004	0.00000	0.00186
6	0.99646	0.00170	0.00009	0.00004	0.00000	0.00180
7	0.99659	0.00161	0.00009	0.00003	0.00000	0.00177
8	0.99640	0.00185	0.00004	0.00003	0.00001	0.00171
9	0.99653	0.00168	0.00006	0.00006	0.00001	0.00171
10	0.99649	0.00179	0.00009	0.00004	0.00000	0.00168
11	0.99603	0.00223	0.00000	0.00009	0.00000	0.00165
12	0.99651	0.00179	0.00010	0.00012	0.00000	0.00158
13	0.99622	0.00212	0.00004	0.00009	0.00000	0.00157
14	0.99625	0.00214	0.00016	0.00013	0.00000	0.00148
15	0.99653	0.00199	0.00006	0.00007	0.00000	0.00141
16	0.99643	0.00212	0.00006	0.00007	0.00000	0.00138
17	0.99659	0.00198	0.00006	0.00006	0.00000	0.00138
18	0.99697	0.00168	0.00003	0.00004	0.00000	0.00130
19	0.99698	0.00168	0.00003	0.00009	0.00000	0.00124
20	0.99706	0.00170	0.00003	0.00006	0.00000	0.00119
21	0.99698	0.00174	0.00003	0.00009	0.00000	0.00119
22	0.99695	0.00185	0.00003	0.00006	0.00000	0.00114
23	0.99733	0.00146	0.00006	0.00007	0.00000	0.00113
24	0.99748	0.00136	0.00003	0.00007	0.00000	0.00108
25	0.99726	0.00163	0.00003	0.00003	0.00000	0.00108
26	0.99723	0.00168	0.00006	0.00003	0.00000	0.00105
27	0.99751	0.00142	0.00001	0.00004	0.00000	0.00103
28	0.99729	0.00165	0.00007	0.00004	0.00000	0.00101
29	0.99752	0.00145	0.00010	0.00006	0.00000	0.00097
30	0.99691	0.00209	0.00009	0.00004	0.00000	0.00095
31	0.99736	0.00168	0.00003	0.00003	0.00000	0.00092
32	0.99774	0.00132	0.00007	0.00003	0.00000	0.00091
33	0.99725	0.00182	0.00003	0.00003	0.00000	0.00091
34	0.99730	0.00177	0.00003	0.00003	0.00000	0.00089
35	0.99723	0.00180	0.00006	0.00009	0.00000	0.00088
36	0.99748	0.00161	0.00006	0.00004	0.00000	0.00086
37	0.99722	0.00188	0.00006	0.00004	0.00000	0.00086
38	0.99710	0.00201	0.00003	0.00004	0.00000	0.00085
39	0.99748	0.00163	0.00003	0.00006	0.00000	0.00084
40	0.99764	0.00151	0.00003	0.00006	0.00000	0.00079
41	0.99732	0.00195	0.00004	0.00004	0.00000	0.00069
42	0.99745	0.00186	0.00003	0.00001	0.00000	0.00067
43	0.99727	0.00204	0.00004	0.00001	0.00000	0.00067
44	0.99758	0.00177	0.00004	0.00001	0.00000	0.00063
45	0.99784	0.00154	0.00004	0.00001	0.00000	0.00060
