pos	3pG>A
1	0.034563424761682
2	0.0626219074017041
3	0.0292010106449074
4	0.0263825033300391
5	0.0218354722555627
6	0.0186281588447653
7	0.0189385083002104
8	0.0168503506694599
9	0.0151948516267429
10	0.0177399756986634
11	0.0140034364261168
12	0.0135330052604785
13	0.0154689295500751
14	0.0131076895452709
15	0.0123884374583722
16	0.0140534210170713
17	0.0124961088628986
18	0.0114027149321267
19	0.0112579539892315
20	0.0120927714105225
21	0.0107340103331552
22	0.0106421033804328
23	0.0102736653207716
24	0.00941465411379452
25	0.0087464857869606
