pos	5pC>T
1	0.00525967867099704
2	0.0260772184300341
3	0.0106702234078026
4	0.0106135695802816
5	0.00920758928571429
6	0.00876194247809514
7	0.00952602230483271
8	0.00785316819242506
9	0.00838852097130243
10	0.00821998238575203
11	0.00742973592595737
12	0.00645951194798615
13	0.00696208074262195
14	0.00824175824175824
15	0.00840931220678056
16	0.00814963259853039
17	0.00807811806480249
18	0.0067540367670081
19	0.00748930099857347
20	0.00752459090703051
21	0.00759392486011191
22	0.00760304121648659
23	0.00738171469228033
24	0.00856271855106249
25	0.00719617395968355
