pos	5pC>T
1	0.0261535587521016
2	0.0264593562465903
3	0.0145799583429762
4	0.0158405723045478
5	0.0121667098110277
6	0.0184544405997693
7	0.0144
8	0.0156985871271586
9	0.0162107396149949
10	0.0173049645390071
11	0.0121150933871782
12	0.0151515151515152
13	0.0127979924717691
14	0.0162473794549266
15	0.0179883455789207
16	0.0162883845126836
17	0.0155385830919147
18	0.0148777895855473
19	0.0138923970699672
20	0.0132731616671091
21	0.0191701680672269
22	0.0139327024185068
23	0.00999231360491929
24	0.0135386249004513
25	0.0164238410596027
