Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Cch-CAL_001-5H-lcwgs-1-2.clmp.r1r2_fastp	531453114.0	0.0	0.0	2861336.0	0.0
Cch-CAL_003-3G-lcwgs-1-2.clmp.r1r2_fastp	138455064.0	0.0	0.0	686644.0	0.0
Cch-CAL_004-7E-lcwgs-1-2.clmp.r1r2_fastp	218896610.0	0.0	0.0	1144688.0	0.0
Cch-CAL_005-10E-lcwgs-1-2.clmp.r1r2_fastp	763016.0	0.0	0.0	4080.0	0.0
Cch-CAL_006-10A-lcwgs-1-2.clmp.r1r2_fastp	22557554.0	0.0	0.0	127856.0	0.0
Cch-CAL_008-3B-lcwgs-1-2.clmp.r1r2_fastp	237086.0	0.0	0.0	2188.0	0.0
Cch-CAL_009-3A-lcwgs-1-2.clmp.r1r2_fastp	2135580.0	0.0	0.0	11664.0	0.0
Cch-CAL_011-4D-lcwgs-1-2.clmp.r1r2_fastp	4862058.0	0.0	0.0	29274.0	0.0
Cch-CAL_012-1F-lcwgs-1-2.clmp.r1r2_fastp	17261446.0	0.0	0.0	79552.0	0.0
Cch-CAL_013-5C-lcwgs-1-2.clmp.r1r2_fastp	38719980.0	0.0	0.0	207868.0	0.0
Cch-CAL_014-12A-lcwgs-1-2.clmp.r1r2_fastp	21659582.0	0.0	0.0	107550.0	0.0
Cch-CAL_015-2D-lcwgs-1-2.clmp.r1r2_fastp	15057868.0	0.0	0.0	73434.0	0.0
Cch-CAL_016-12C-lcwgs-1-2.clmp.r1r2_fastp	29149118.0	0.0	0.0	141590.0	0.0
Cch-CAL_017-4B-lcwgs-1-2.clmp.r1r2_fastp	38688726.0	0.0	0.0	209872.0	0.0
Cch-CAL_018-11G-lcwgs-1-2.clmp.r1r2_fastp	11387712.0	0.0	0.0	58330.0	0.0
Cch-CAL_019-2A-lcwgs-1-2.clmp.r1r2_fastp	329183274.0	0.0	0.0	1809794.0	0.0
Cch-CAL_021-1E-lcwgs-1-2.clmp.r1r2_fastp	382006.0	0.0	0.0	2054.0	0.0
Cch-CAL_022-2H-lcwgs-1-2.clmp.r1r2_fastp	5217506.0	0.0	0.0	27120.0	0.0
Cch-CAL_023-9B-lcwgs-1-2.clmp.r1r2_fastp	27463688.0	0.0	0.0	142882.0	0.0
Cch-CAL_024-8A-lcwgs-1-2.clmp.r1r2_fastp	21048224.0	0.0	0.0	101650.0	0.0
