Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.r1	Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3033147.0	0.0	33-150	53.0	87.4914195702018	141.12567903896513	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.r2	Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3033147.0	0.0	33-150	53.0	87.03303472903055	141.09632767551327	pass	pass	warn	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.r1	Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7439250.0	0.0	33-150	49.0	89.70985360430362	128.09942440434185	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.r2	Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7439250.0	0.0	33-150	49.0	88.9888909981953	128.0762496219377	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.r1	Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18389407.0	0.0	33-150	45.0	89.78230930937265	110.4025328821098	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.r2	Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18389407.0	0.0	33-150	45.0	88.80058020088558	110.3944725895729	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.r1	Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67558841.0	0.0	33-150	40.0	92.59876325329226	103.26005065717453	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.r2	Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67558841.0	0.0	33-150	40.0	91.69507252424319	103.26404439057798	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.r1	Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42242805.0	0.0	33-150	39.0	96.90789422777968	90.31187767952436	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.r2	Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42242805.0	0.0	33-150	39.0	96.69766509888105	90.32093112661434	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.r1	Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6263398.0	0.0	33-150	49.0	92.59494031391742	126.03679424491307	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.r2	Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6263398.0	0.0	33-150	49.0	92.00312231671707	126.01427787280961	pass	pass	warn	pass	warn	fail	pass	warn	pass	pass	pass
