# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	127	523
+	131	503
+	99	525
+	165	210
+	70	159
+	119	588
+	126	526
+	79	194
+	98	506
+	183	146
+	115	588
+	113	569
+	108	562
+	109	600
+	141	414
+	114	586
+	140	422
+	177	165
+	106	553
+	105	621
+	143	390
+	148	312
+	138	429
+	162	254
+	132	510
+	117	555
+	169	222
+	89	272
+	170	227
+	63	145
+	87	247
+	125	565
+	112	599
+	174	183
+	121	572
+	168	215
+	92	338
+	60	142
+	110	654
+	161	250
+	190	119
+	134	462
+	88	287
+	78	196
+	136	435
+	93	386
+	153	342
+	172	161
+	91	343
+	94	393
+	85	242
+	124	517
+	208	64
+	166	231
+	107	581
+	103	575
+	122	557
+	130	496
+	104	577
+	163	256
+	216	56
+	178	195
+	95	415
+	180	172
+	83	215
+	159	277
+	86	262
+	61	141
+	59	153
+	213	51
+	96	484
+	58	137
+	73	174
+	62	140
+	76	194
+	152	321
+	182	168
+	158	292
+	100	541
+	123	537
+	157	251
+	185	145
+	207	81
+	196	91
+	97	507
+	221	42
+	120	547
+	228	29
+	72	166
+	164	271
+	44	67
+	144	406
+	46	76
+	67	168
+	193	104
+	135	469
+	154	295
+	149	323
+	147	367
+	55	112
+	81	196
+	139	405
+	74	199
+	118	545
+	167	243
+	111	625
+	188	133
+	128	497
+	133	446
+	150	342
+	56	132
+	176	194
+	145	384
+	217	40
+	101	559
+	102	553
+	249	12
+	146	384
+	156	316
+	90	331
+	142	411
+	50	109
+	151	330
+	210	62
+	160	263
+	230	33
+	171	239
+	202	75
+	205	68
+	51	95
+	64	148
+	116	567
+	68	165
+	69	177
+	42	54
+	233	43
+	184	165
+	175	199
+	75	167
+	229	29
+	29	1
+	80	178
+	204	90
+	155	282
+	192	103
+	195	99
+	224	40
+	261	10
+	137	415
+	191	101
