#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	12738	12296	96.53	14	0.11	1	0.01	35	0.27	392	3.08
Ecoli	12738	12738	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	12738	12738	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	12738	12738	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	12738	12629	99.15	0	0.00	0	0.00	3	0.02	106	0.83
Bacteria_24k	12738	12455	97.77	2	0.02	20	0.16	22	0.17	239	1.88
Protists_1k	12738	12123	95.18	47	0.37	87	0.68	13	0.10	468	3.67
Viruses	12738	12481	97.98	1	0.01	0	0.00	23	0.18	233	1.83
Fungi_RefSeq_release	12738	12308	96.62	6	0.05	4	0.03	47	0.37	373	2.93
Coral	12738	12490	98.05	1	0.01	0	0.00	20	0.16	227	1.78
Bird	12738	12416	97.47	3	0.02	0	0.00	53	0.42	266	2.09
Plant	12738	12465	97.86	1	0.01	0	0.00	37	0.29	235	1.84

%Hit_no_genomes: 94.60
