#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6118	5946	97.19	6	0.10	2	0.03	21	0.34	143	2.34
Ecoli	6118	6118	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	6118	6118	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6118	6117	99.98	0	0.00	0	0.00	0	0.00	1	0.02
Vectors	6118	6072	99.24	0	0.00	0	0.00	1	0.02	45	0.74
Bacteria_24k	6118	6009	98.23	2	0.03	5	0.08	10	0.16	92	1.50
Protists_1k	6118	5867	95.90	16	0.26	39	0.64	8	0.13	188	3.07
Viruses	6118	6023	98.44	1	0.02	0	0.00	8	0.13	86	1.41
Fungi_RefSeq_release	6118	5944	97.15	4	0.07	3	0.05	20	0.33	147	2.40
Coral	6118	6012	98.27	2	0.03	0	0.00	20	0.33	84	1.37
Bird	6118	5992	97.93	3	0.05	0	0.00	15	0.25	108	1.77
Plant	6118	5996	98.00	1	0.02	0	0.00	19	0.31	102	1.67

%Hit_no_genomes: 95.19
