#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	970146	919710	94.81	18133	1.87	4588	0.47	2251	0.23	25464	2.62
Ecoli	970146	970097	100.00	0	0.00	0	0.00	9	0.00	40	0.00
PhiX	970146	970146	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	970146	970136	100.00	0	0.00	0	0.00	0	0.00	10	0.00
Vectors	970146	964011	99.37	2	0.00	1	0.00	197	0.02	5935	0.61
Bacteria_24k	970146	918817	94.71	5844	0.60	24236	2.50	2198	0.23	19051	1.96
Protists_1k	970146	925997	95.44	3149	0.32	3932	0.41	5489	0.57	31579	3.26
Viruses	970146	956544	98.61	37	0.00	24	0.00	1591	0.16	11950	1.23
Fungi_RefSeq_release	970146	942507	97.15	4111	0.42	368	0.04	3693	0.38	19467	2.01
Coral	970146	956011	98.55	99	0.01	32	0.00	1697	0.17	12307	1.27
Bird	970146	952361	98.16	437	0.05	65	0.01	2534	0.26	14749	1.52
Plant	970146	955463	98.49	94	0.01	22	0.00	1471	0.15	13096	1.35

%Hit_no_genomes: 89.30
