#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	938824	908945	96.82	7136	0.76	1818	0.19	2082	0.22	18843	2.01
Ecoli	938824	938793	100.00	0	0.00	0	0.00	9	0.00	22	0.00
PhiX	938824	938824	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	938824	938816	100.00	0	0.00	0	0.00	0	0.00	8	0.00
Vectors	938824	933885	99.48	3	0.00	0	0.00	218	0.02	4718	0.50
Bacteria_24k	938824	907902	96.70	3635	0.39	11380	1.21	1574	0.17	14333	1.53
Protists_1k	938824	904144	96.30	3107	0.33	3828	0.41	3615	0.39	24130	2.57
Viruses	938824	928145	98.86	25	0.00	36	0.00	1085	0.12	9533	1.02
Fungi_RefSeq_release	938824	917598	97.73	1577	0.17	249	0.03	2864	0.31	16536	1.76
Coral	938824	926580	98.70	91	0.01	27	0.00	1641	0.17	10485	1.12
Bird	938824	923385	98.36	417	0.04	70	0.01	2422	0.26	12530	1.33
Plant	938824	926259	98.67	101	0.01	19	0.00	1510	0.16	10935	1.16

%Hit_no_genomes: 93.32
