#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	14991	14515	96.82	8	0.05	0	0.00	46	0.31	422	2.82
Ecoli	14991	14991	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	14991	14991	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	14991	14991	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	14991	14823	98.88	0	0.00	0	0.00	4	0.03	164	1.09
Bacteria_24k	14991	14631	97.59	9	0.06	10	0.07	28	0.19	313	2.09
Protists_1k	14991	14331	95.59	43	0.29	91	0.61	20	0.13	506	3.38
Viruses	14991	14681	97.94	0	0.00	0	0.00	20	0.13	290	1.93
Fungi_RefSeq_release	14991	14526	96.90	8	0.05	3	0.02	40	0.27	414	2.76
Coral	14991	14680	97.93	2	0.01	0	0.00	28	0.19	281	1.87
Bird	14991	14630	97.59	3	0.02	1	0.01	62	0.41	295	1.97
Plant	14991	14661	97.80	4	0.03	1	0.01	20	0.13	305	2.03

%Hit_no_genomes: 95.08
