Sample	Unique Reads	Duplicate Reads
Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_repr.R1	222131.0	8920.0
Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_repr.R2	223585.0	7466.0
Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_repr.R1	4600.0	78.0
Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_repr.R2	4616.0	62.0
Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_repr.R1	480198.0	26887.0
Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_repr.R2	485196.0	21889.0
Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_repr.R1	32785.0	1278.0
Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_repr.R2	33240.0	823.0
Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_repr.R1	30950.0	1448.0
Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_repr.R2	31402.0	996.0
Sne-ABir_006-Ex1-9F-lcwgs-1-1.clmp.fp2_repr.R1	21012.0	819.0
Sne-ABir_006-Ex1-9F-lcwgs-1-1.clmp.fp2_repr.R2	21357.0	474.0
Sne-ABir_007-Ex1-9G-lcwgs-1-1.clmp.fp2_repr.R1	114113.0	5119.0
Sne-ABir_007-Ex1-9G-lcwgs-1-1.clmp.fp2_repr.R2	115596.0	3636.0
Sne-ABir_008-Ex1-9H-lcwgs-1-1.clmp.fp2_repr.R1	136629.0	6958.0
Sne-ABir_008-Ex1-9H-lcwgs-1-1.clmp.fp2_repr.R2	138639.0	4948.0
Sne-ABir_009-Ex1-10A-lcwgs-1-1.clmp.fp2_repr.R1	279866.0	10355.0
Sne-ABir_009-Ex1-10A-lcwgs-1-1.clmp.fp2_repr.R2	282123.0	8098.0
Sne-ABir_010-Ex1-10B-lcwgs-1-1.clmp.fp2_repr.R1	183394.0	10209.0
Sne-ABir_010-Ex1-10B-lcwgs-1-1.clmp.fp2_repr.R2	185736.0	7867.0
Sne-ABir_011-Ex1-10C-lcwgs-1-1.clmp.fp2_repr.R1	1384238.0	29045.0
Sne-ABir_011-Ex1-10C-lcwgs-1-1.clmp.fp2_repr.R2	1388311.0	24972.0
Sne-ABir_012-Ex1-10D-lcwgs-1-1.clmp.fp2_repr.R1	1739082.0	72856.0
Sne-ABir_012-Ex1-10D-lcwgs-1-1.clmp.fp2_repr.R2	1744039.0	67899.0
Sne-ABir_013-Ex1-10E-lcwgs-1-1.clmp.fp2_repr.R1	4421870.0	124922.0
Sne-ABir_013-Ex1-10E-lcwgs-1-1.clmp.fp2_repr.R2	4437686.0	109106.0
Sne-ABir_014-Ex1-10F-lcwgs-1-1.clmp.fp2_repr.R1	1379474.0	42498.0
Sne-ABir_014-Ex1-10F-lcwgs-1-1.clmp.fp2_repr.R2	1383802.0	38170.0
Sne-ABir_015-Ex1-10G-lcwgs-1-1.clmp.fp2_repr.R1	2120072.0	45826.0
Sne-ABir_015-Ex1-10G-lcwgs-1-1.clmp.fp2_repr.R2	2125102.0	40796.0
Sne-ABir_016-Ex1-10H-lcwgs-1-1.clmp.fp2_repr.R1	1922767.0	68589.0
Sne-ABir_016-Ex1-10H-lcwgs-1-1.clmp.fp2_repr.R2	1928408.0	62948.0
Sne-ABir_017-Ex1-11A-lcwgs-1-1.clmp.fp2_repr.R1	1143337.0	62736.0
Sne-ABir_017-Ex1-11A-lcwgs-1-1.clmp.fp2_repr.R2	1147984.0	58089.0
Sne-ABir_018-Ex1-11B-lcwgs-1-1.clmp.fp2_repr.R1	2766203.0	149977.0
Sne-ABir_018-Ex1-11B-lcwgs-1-1.clmp.fp2_repr.R2	2772304.0	143876.0
Sne-ABir_019-Ex1-11C-lcwgs-1-1.clmp.fp2_repr.R1	1935639.0	81021.0
Sne-ABir_019-Ex1-11C-lcwgs-1-1.clmp.fp2_repr.R2	1941091.0	75569.0
Sne-ABir_020-Ex1-11D-lcwgs-1-1.clmp.fp2_repr.R1	2349766.0	26048.0
Sne-ABir_020-Ex1-11D-lcwgs-1-1.clmp.fp2_repr.R2	2353090.0	22724.0
Sne-ABir_021-Ex1-11E-lcwgs-1-1.clmp.fp2_repr.R1	1911968.0	65749.0
Sne-ABir_021-Ex1-11E-lcwgs-1-1.clmp.fp2_repr.R2	1919910.0	57807.0
