Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_repr.R1	Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	231051.0	0.0	33-150	39.0	96.13910825610212	125.03686631955715	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_repr.R2	Sne-ABir_001-Ex1-9A-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	231051.0	0.0	33-150	39.0	96.76840787241294	123.29604719304396	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_repr.R1	Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4678.0	0.0	33-150	48.0	98.3326207781103	111.49294570329201	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_repr.R2	Sne-ABir_002-Ex1-9B-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4678.0	0.0	33-150	48.0	98.6746472851646	110.44570329200513	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_repr.R1	Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	507085.0	0.0	33-150	49.0	94.69769070978413	139.05470680457913	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_repr.R2	Sne-ABir_003-Ex1-9C-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	507085.0	0.0	33-150	49.0	95.68328881688484	135.93959000956448	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_repr.R1	Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34063.0	0.0	33-150	49.0	96.248128467839	140.65361242403782	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_repr.R2	Sne-ABir_004-Ex1-9D-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34063.0	0.0	33-150	48.0	97.58095294014034	137.4273258374189	pass	pass	warn	pass	warn	fail	pass	warn	pass	pass	pass
Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_repr.R1	Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32398.0	0.0	33-150	48.0	95.53058830792024	129.15689240076549	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_repr.R2	Sne-ABir_005-Ex1-9E-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32398.0	0.0	33-150	48.0	96.92573615655287	126.9080498796222	pass	pass	warn	pass	fail	warn	pass	warn	pass	pass	pass
