#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6690455	6169329	92.22	11572	0.17	4079	0.06	43650	0.65	461825	6.90
Ecoli	6690455	6690449	100.00	0	0.00	0	0.00	0	0.00	6	0.00
PhiX	6690455	6690455	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6690455	6690454	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	6690455	6632279	99.13	13	0.00	0	0.00	1675	0.03	56488	0.84
Bacteria_24k	6690455	6445312	96.33	702	0.01	409	0.01	24234	0.36	219798	3.29
Protists_1k	6690455	6046498	90.37	34939	0.52	71295	1.07	16157	0.24	521566	7.80
Viruses	6690455	6415718	95.89	493	0.01	114	0.00	28784	0.43	245346	3.67
Fungi_RefSeq_release	6690455	6211507	92.84	6452	0.10	1346	0.02	46823	0.70	424327	6.34
Coral	6690455	6393646	95.56	1255	0.02	1908	0.03	39936	0.60	253710	3.79
Bird	6690455	6324807	94.54	4725	0.07	960	0.01	50156	0.75	309807	4.63
Plant	6690455	6328713	94.58	1826	0.03	440	0.01	35868	0.54	323608	4.84

%Hit_no_genomes: 89.54
