#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.99713	0.00153	0.00000	0.00000	0.00000	0.00134
2	0.99694	0.00182	0.00000	0.00000	0.00000	0.00124
3	0.99713	0.00172	0.00000	0.00000	0.00000	0.00115
4	0.99723	0.00162	0.00000	0.00010	0.00000	0.00105
5	0.99742	0.00143	0.00000	0.00010	0.00000	0.00105
6	0.99761	0.00124	0.00000	0.00010	0.00000	0.00105
7	0.99675	0.00201	0.00000	0.00019	0.00000	0.00105
8	0.99608	0.00268	0.00010	0.00019	0.00000	0.00105
9	0.99704	0.00172	0.00010	0.00019	0.00000	0.00105
10	0.99713	0.00162	0.00000	0.00019	0.00000	0.00105
11	0.99713	0.00191	0.00000	0.00010	0.00000	0.00086
12	0.99752	0.00153	0.00010	0.00010	0.00000	0.00086
13	0.99704	0.00201	0.00029	0.00010	0.00000	0.00086
14	0.99704	0.00201	0.00010	0.00010	0.00000	0.00086
15	0.99742	0.00162	0.00000	0.00010	0.00000	0.00086
16	0.99732	0.00191	0.00000	0.00000	0.00000	0.00076
17	0.99761	0.00172	0.00010	0.00000	0.00000	0.00067
18	0.99752	0.00191	0.00000	0.00010	0.00000	0.00048
19	0.99780	0.00172	0.00000	0.00000	0.00000	0.00048
20	0.99828	0.00124	0.00000	0.00000	0.00000	0.00048
21	0.99809	0.00153	0.00010	0.00000	0.00000	0.00038
22	0.99732	0.00239	0.00029	0.00000	0.00000	0.00029
23	0.99799	0.00172	0.00000	0.00000	0.00000	0.00029
24	0.99790	0.00182	0.00000	0.00000	0.00000	0.00029
25	0.99732	0.00239	0.00000	0.00000	0.00000	0.00029
26	0.99799	0.00172	0.00000	0.00000	0.00000	0.00029
27	0.99828	0.00143	0.00000	0.00000	0.00000	0.00029
28	0.99761	0.00201	0.00019	0.00010	0.00000	0.00029
29	0.99799	0.00172	0.00010	0.00000	0.00000	0.00029
30	0.99885	0.00086	0.00000	0.00000	0.00000	0.00029
31	0.99799	0.00162	0.00019	0.00010	0.00000	0.00029
32	0.99790	0.00182	0.00010	0.00000	0.00000	0.00029
33	0.99857	0.00115	0.00019	0.00000	0.00000	0.00029
34	0.99818	0.00153	0.00000	0.00000	0.00000	0.00029
35	0.99790	0.00182	0.00019	0.00000	0.00000	0.00029
36	0.99828	0.00143	0.00000	0.00000	0.00000	0.00029
37	0.99694	0.00277	0.00000	0.00000	0.00000	0.00029
38	0.99828	0.00143	0.00010	0.00000	0.00000	0.00029
39	0.99847	0.00134	0.00000	0.00000	0.00000	0.00019
40	0.99732	0.00249	0.00000	0.00000	0.00000	0.00019
41	0.99818	0.00163	0.00000	0.00000	0.00000	0.00019
42	0.99847	0.00134	0.00010	0.00000	0.00000	0.00019
43	0.99761	0.00220	0.00010	0.00000	0.00000	0.00019
44	0.99866	0.00115	0.00000	0.00000	0.00000	0.00019
45	0.99761	0.00220	0.00029	0.00000	0.00000	0.00019
46	0.99761	0.00220	0.00010	0.00000	0.00000	0.00019
47	0.99818	0.00163	0.00000	0.00000	0.00000	0.00019
