pos	5pC>T
1	0.0309021113243762
2	0.0315276583548295
3	0.0185408138694919
4	0.016116035455278
5	0.0140805406927626
6	0.0200708382526564
7	0.0156599552572707
8	0.0189151599443672
9	0.017491926803014
10	0.0149382361390405
11	0.0177061310782241
12	0.00979613449827906
13	0.0145278450363196
14	0.0196025778732546
15	0.0124967456391565
16	0.0119079837618403
17	0.015514067841178
18	0.0124584717607973
19	0.0177481974486966
20	0.0177595628415301
21	0.0146659424225964
22	0.0109080992637033
23	0.0142426732402082
24	0.013892672296377
25	0.0177876598110061
