pos	3pG>A
1	0.033891124761703
2	0.0292805354155047
3	0.0178123432012042
4	0.020223523150612
5	0.013846579894766
6	0.0213996529786003
7	0.0149700598802395
8	0.0165152766308836
9	0.0157082002129925
10	0.0156784492588369
11	0.0171615363661128
12	0.0117364630568152
13	0.0138398914518318
14	0.0184281842818428
15	0.0147138964577657
16	0.0125208681135225
17	0.0140997830802603
18	0.012134583563155
19	0.0145170295924065
20	0.0194647201946472
21	0.0175961017866811
22	0.0123855681206247
23	0.0141484249866524
24	0.0133733624454148
25	0.0183763027975864
