pos	3pG>A
1	0.0038903807753219
2	0.00517225454881315
3	0.00433550108387527
4	0.00486467362462409
5	0.00455153949129853
6	0.00433979686057248
7	0.00566148829204221
8	0.00409457139083344
9	0.00405347132384649
10	0.00493375970762905
11	0.00475141462571811
12	0.00443106044310604
13	0.00483260046149158
14	0.00404644616467277
15	0.00383191813629436
16	0.0045662100456621
17	0.00453494963589587
18	0.00463044628682307
19	0.00414060435203947
20	0.00409583370034352
21	0.00479553579213532
22	0.00400845740463395
23	0.0042068361086766
24	0.00436835370427569
25	0.00461619625428647
