Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Abu-APnd_001-Ex1-4E-lcwgs-1-T.clmp.fp2_repr.R1	Abu-APnd_001-Ex1-4E-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31453.0	0.0	33-150	38.0	96.59174005659239	108.94719104695895	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Abu-APnd_001-Ex1-4E-lcwgs-1-T.clmp.fp2_repr.R2	Abu-APnd_001-Ex1-4E-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31453.0	0.0	33-150	38.0	96.8842399771087	112.18389342828984	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Abu-APnd_002-Ex1-4F-lcwgs-1-T.clmp.fp2_repr.R1	Abu-APnd_002-Ex1-4F-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	464912.0	0.0	33-150	38.0	84.77161207206979	113.54361900746808	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Abu-APnd_002-Ex1-4F-lcwgs-1-T.clmp.fp2_repr.R2	Abu-APnd_002-Ex1-4F-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	464912.0	0.0	33-150	38.0	86.14725010110674	116.55019444540042	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Abu-APnd_003-Ex1-4G-lcwgs-1-T.clmp.fp2_repr.R1	Abu-APnd_003-Ex1-4G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4742837.0	0.0	33-150	36.0	73.04824286160462	130.23167146583364	pass	pass	warn	pass	pass	fail	pass	warn	pass	pass	pass
Abu-APnd_003-Ex1-4G-lcwgs-1-T.clmp.fp2_repr.R2	Abu-APnd_003-Ex1-4G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4742837.0	0.0	33-150	36.0	74.09108339161489	134.4968418691176	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Abu-APnd_004-Ex1-4H-lcwgs-1-T.clmp.fp2_repr.R1	Abu-APnd_004-Ex1-4H-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45455.0	0.0	33-150	38.0	94.6320536794632	112.30108898911011	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Abu-APnd_004-Ex1-4H-lcwgs-1-T.clmp.fp2_repr.R2	Abu-APnd_004-Ex1-4H-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45455.0	0.0	33-150	38.0	95.17544824551754	115.69730502694973	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Abu-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R1	Abu-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	372742.0	0.0	33-150	40.0	90.20256433768907	109.19889360469172	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Abu-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R2	Abu-APnd_005-Ex1-5A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	372742.0	0.0	33-150	40.0	90.91404104978706	112.1468871229966	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
