#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7715750	7079443	91.75	12860	0.17	4591	0.06	50139	0.65	568717	7.37
Ecoli	7715750	7715743	100.00	0	0.00	0	0.00	0	0.00	7	0.00
PhiX	7715750	7715750	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7715750	7715750	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	7715750	7635290	98.96	17	0.00	1	0.00	2129	0.03	78313	1.01
Bacteria_24k	7715750	7408685	96.02	885	0.01	434	0.01	29540	0.38	276206	3.58
Protists_1k	7715750	6938656	89.93	40161	0.52	81998	1.06	17687	0.23	637248	8.26
Viruses	7715750	7372835	95.55	561	0.01	167	0.00	29179	0.38	313008	4.06
Fungi_RefSeq_release	7715750	7127174	92.37	7263	0.09	1523	0.02	53804	0.70	525986	6.82
Coral	7715750	7355205	95.33	1399	0.02	285	0.00	48496	0.63	310365	4.02
Bird	7715750	7261550	94.11	5534	0.07	847	0.01	61611	0.80	386208	5.01
Plant	7715750	7263567	94.13	2114	0.03	480	0.01	42958	0.56	406631	5.27

%Hit_no_genomes: 89.15
