#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6150600	5690952	92.53	10232	0.17	3710	0.06	38939	0.63	406767	6.61
Ecoli	6150600	6150599	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	6150600	6150600	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6150600	6150595	100.00	0	0.00	0	0.00	0	0.00	5	0.00
Vectors	6150600	6093449	99.07	13	0.00	0	0.00	1667	0.03	55471	0.90
Bacteria_24k	6150600	5929943	96.41	1039	0.02	637	0.01	22154	0.36	196827	3.20
Protists_1k	6150600	5586166	90.82	31199	0.51	60857	0.99	14330	0.23	458048	7.45
Viruses	6150600	5909382	96.07	397	0.01	125	0.00	20723	0.34	219973	3.58
Fungi_RefSeq_release	6150600	5725779	93.08	5926	0.10	1168	0.02	40987	0.67	376740	6.13
Coral	6150600	5888790	95.75	1107	0.02	230	0.00	35977	0.58	224496	3.65
Bird	6150600	5820141	94.63	4692	0.08	738	0.01	44543	0.72	280486	4.56
Plant	6150600	5826874	94.73	1591	0.03	397	0.01	31991	0.52	289747	4.71

%Hit_no_genomes: 90.02
