#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	12379104	11455517	92.54	20689	0.17	7424	0.06	75422	0.61	820052	6.62
Ecoli	12379104	12379088	100.00	0	0.00	0	0.00	0	0.00	16	0.00
PhiX	12379104	12379104	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	12379104	12379090	100.00	0	0.00	0	0.00	5	0.00	9	0.00
Vectors	12379104	12267613	99.10	21	0.00	5	0.00	3198	0.03	108267	0.87
Bacteria_24k	12379104	11933332	96.40	2077	0.02	1578	0.01	44598	0.36	397519	3.21
Protists_1k	12379104	11248054	90.87	62023	0.50	119454	0.96	28810	0.23	920763	7.44
Viruses	12379104	11884481	96.01	1071	0.01	253	0.00	45995	0.37	447304	3.61
Fungi_RefSeq_release	12379104	11529399	93.14	11926	0.10	2529	0.02	82153	0.66	753097	6.08
Coral	12379104	11856197	95.78	2273	0.02	1111	0.01	70811	0.57	448712	3.62
Bird	12379104	11723115	94.70	9493	0.08	1471	0.01	94224	0.76	550801	4.45
Plant	12379104	11734955	94.78	3188	0.03	755	0.01	62595	0.51	577611	4.67

%Hit_no_genomes: 90.05
