#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3540092	3250140	91.80	5971	0.17	2168	0.06	23896	0.68	257917	7.29
Ecoli	3540092	3540090	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	3540092	3540092	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3540092	3540081	100.00	0	0.00	0	0.00	0	0.00	11	0.00
Vectors	3540092	3503542	98.97	4	0.00	1	0.00	1064	0.03	35481	1.00
Bacteria_24k	3540092	3403038	96.13	439	0.01	287	0.01	13965	0.39	122363	3.46
Protists_1k	3540092	3184537	89.95	18810	0.53	37823	1.07	8724	0.25	290198	8.20
Viruses	3540092	3388298	95.71	209	0.01	64	0.00	13616	0.38	137905	3.90
Fungi_RefSeq_release	3540092	3271235	92.41	3532	0.10	765	0.02	25582	0.72	238978	6.75
Coral	3540092	3373845	95.30	697	0.02	279	0.01	22759	0.64	142512	4.03
Bird	3540092	3331178	94.11	2633	0.07	374	0.01	27062	0.76	178845	5.05
Plant	3540092	3334620	94.19	954	0.03	229	0.01	20223	0.57	184066	5.20

%Hit_no_genomes: 89.14
