#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	134202879	122470807	91.25	223306	0.17	81166	0.06	909248	0.68	10518352	7.84
Ecoli	134202879	134202860	100.00	0	0.00	0	0.00	4	0.00	15	0.00
PhiX	134202879	134202879	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	134202879	134202868	100.00	0	0.00	0	0.00	3	0.00	8	0.00
Vectors	134202879	132549169	98.77	251	0.00	32	0.00	39646	0.03	1613781	1.20
Bacteria_24k	134202879	128493920	95.74	13631	0.01	8317	0.01	535843	0.40	5151168	3.84
Protists_1k	134202879	120015781	89.43	701195	0.52	1440076	1.07	316976	0.24	11728851	8.74
Viruses	134202879	127815426	95.24	8633	0.01	2618	0.00	508294	0.38	5867908	4.37
Fungi_RefSeq_release	134202879	123306181	91.88	126741	0.09	27500	0.02	961295	0.72	9781162	7.29
Coral	134202879	127413340	94.94	23589	0.02	4975	0.00	880128	0.66	5880847	4.38
Bird	134202879	125721105	93.68	96644	0.07	15694	0.01	1045636	0.78	7323800	5.46
Plant	134202879	125637478	93.62	37471	0.03	9027	0.01	784066	0.58	7734837	5.76

%Hit_no_genomes: 88.64
