#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9896159	9086253	91.82	16798	0.17	6078	0.06	64418	0.65	722612	7.30
Ecoli	9896159	9896148	100.00	0	0.00	0	0.00	0	0.00	11	0.00
PhiX	9896159	9896159	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9896159	9896135	100.00	0	0.00	0	0.00	7	0.00	17	0.00
Vectors	9896159	9790960	98.94	14	0.00	1	0.00	2964	0.03	102220	1.03
Bacteria_24k	9896159	9505054	96.05	1648	0.02	1285	0.01	38828	0.39	349344	3.53
Protists_1k	9896159	8908473	90.02	51276	0.52	102422	1.03	23934	0.24	810054	8.19
Viruses	9896159	9459505	95.59	738	0.01	199	0.00	39695	0.40	396022	4.00
Fungi_RefSeq_release	9896159	9147000	92.43	9704	0.10	2234	0.02	69407	0.70	667814	6.75
Coral	9896159	9432809	95.32	1799	0.02	1218	0.01	62242	0.63	398091	4.02
Bird	9896159	9316200	94.13	7456	0.08	1140	0.01	77999	0.79	493364	4.99
Plant	9896159	9319519	94.16	2577	0.03	661	0.01	55117	0.56	518285	5.24

%Hit_no_genomes: 89.19
