#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	96918569	89059614	91.89	163352	0.17	59108	0.06	642385	0.66	6994110	7.22
Ecoli	96918569	96918492	100.00	0	0.00	0	0.00	6	0.00	71	0.00
PhiX	96918569	96918569	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	96918569	96918390	100.00	1	0.00	0	0.00	4	0.00	174	0.00
Vectors	96918569	95920864	98.97	170	0.00	21	0.00	27632	0.03	969882	1.00
Bacteria_24k	96918569	93139308	96.10	13342	0.01	9356	0.01	368674	0.38	3387889	3.50
Protists_1k	96918569	87311077	90.09	506807	0.52	1010700	1.04	232355	0.24	7857630	8.11
Viruses	96918569	92736084	95.68	6601	0.01	1812	0.00	368400	0.38	3805672	3.93
Fungi_RefSeq_release	96918569	89635814	92.49	93680	0.10	20287	0.02	680586	0.70	6488202	6.69
Coral	96918569	92417029	95.35	17456	0.02	7082	0.01	604433	0.62	3872569	4.00
Bird	96918569	91282060	94.19	70502	0.07	11877	0.01	746038	0.77	4808092	4.96
Plant	96918569	91325657	94.22	25943	0.03	6127	0.01	542549	0.56	5018293	5.18

%Hit_no_genomes: 89.28
