#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9237262	8525703	92.30	15147	0.16	5462	0.06	58654	0.63	632296	6.85
Ecoli	9237262	9237258	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	9237262	9237262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9237262	9237261	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	9237262	9145366	99.00	18	0.00	5	0.00	2488	0.03	89385	0.97
Bacteria_24k	9237262	8894450	96.29	1089	0.01	575	0.01	33479	0.36	307669	3.33
Protists_1k	9237262	8367741	90.58	46644	0.50	92197	1.00	20786	0.23	709894	7.69
Viruses	9237262	8857773	95.89	616	0.01	158	0.00	32100	0.35	346615	3.75
Fungi_RefSeq_release	9237262	8577612	92.86	8844	0.10	1975	0.02	61310	0.66	587521	6.36
Coral	9237262	8829879	95.59	1621	0.02	337	0.00	54823	0.59	350602	3.80
Bird	9237262	8726214	94.47	6608	0.07	1068	0.01	66290	0.72	437082	4.73
Plant	9237262	8729591	94.50	2354	0.03	612	0.01	48938	0.53	455767	4.93

%Hit_no_genomes: 89.81
