#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	248635220	228795910	92.01	417310	0.17	150206	0.06	1604466	0.65	17667328	7.11
Ecoli	248635220	248634968	100.00	0	0.00	0	0.00	23	0.00	229	0.00
PhiX	248635220	248635220	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	248635220	248635030	100.00	0	0.00	0	0.00	7	0.00	183	0.00
Vectors	248635220	246002041	98.94	453	0.00	64	0.00	69329	0.03	2563333	1.03
Bacteria_24k	248635220	239050916	96.15	28693	0.01	19464	0.01	922584	0.37	8613563	3.46
Protists_1k	248635220	224439786	90.27	1273268	0.51	2534407	1.02	582019	0.23	19805740	7.97
Viruses	248635220	237961341	95.71	17425	0.01	4684	0.00	928888	0.37	9722882	3.91
Fungi_RefSeq_release	248635220	230265748	92.60	236811	0.10	50823	0.02	1704391	0.69	16377447	6.59
Coral	248635220	237238883	95.41	44223	0.02	21698	0.01	1520697	0.61	9809719	3.95
Bird	248635220	234405304	94.28	180591	0.07	29987	0.01	1861778	0.75	12157560	4.89
Plant	248635220	234447432	94.28	65888	0.03	15763	0.01	1355510	0.55	12750627	5.13

%Hit_no_genomes: 89.47
