#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7131194	6583364	92.32	11585	0.16	4369	0.06	45794	0.64	486082	6.82
Ecoli	7131194	7131190	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	7131194	7131194	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7131194	7131180	100.00	0	0.00	0	0.00	6	0.00	8	0.00
Vectors	7131194	7060053	99.00	12	0.00	5	0.00	2050	0.03	69074	0.97
Bacteria_24k	7131194	6869087	96.33	1272	0.02	912	0.01	25976	0.36	233947	3.28
Protists_1k	7131194	6459037	90.57	36666	0.51	71783	1.01	16774	0.24	546934	7.67
Viruses	7131194	6842071	95.94	469	0.01	123	0.00	24881	0.35	263650	3.70
Fungi_RefSeq_release	7131194	6623334	92.89	6761	0.09	1537	0.02	47929	0.67	451633	6.33
Coral	7131194	6818243	95.61	1245	0.02	257	0.00	42556	0.60	268893	3.77
Bird	7131194	6736891	94.48	5196	0.07	830	0.01	51358	0.72	336919	4.72
Plant	7131194	6741104	94.52	1941	0.03	455	0.01	37889	0.53	349805	4.91

%Hit_no_genomes: 89.78
