#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2170386	1995845	91.95	3626	0.17	1286	0.06	13800	0.64	155829	7.18
Ecoli	2170386	2170386	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	2170386	2170386	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2170386	2170378	100.00	0	0.00	0	0.00	1	0.00	7	0.00
Vectors	2170386	2148034	98.97	4	0.00	1	0.00	633	0.03	21714	1.00
Bacteria_24k	2170386	2086088	96.12	279	0.01	164	0.01	8245	0.38	75610	3.48
Protists_1k	2170386	1957136	90.18	11302	0.52	22363	1.03	5090	0.23	174495	8.04
Viruses	2170386	2076104	95.66	166	0.01	59	0.00	8533	0.39	85524	3.94
Fungi_RefSeq_release	2170386	2009007	92.57	2053	0.09	428	0.02	15073	0.69	143825	6.63
Coral	2170386	2070543	95.39	378	0.02	385	0.02	13431	0.62	85649	3.95
Bird	2170386	2046126	94.28	1602	0.07	249	0.01	16798	0.77	105611	4.87
Plant	2170386	2046330	94.27	586	0.03	119	0.01	11842	0.55	111509	5.14

%Hit_no_genomes: 89.36
