#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4665886	4313939	92.46	9961	0.21	3277	0.07	29370	0.63	309339	6.63
Ecoli	4665886	4665878	100.00	0	0.00	0	0.00	0	0.00	8	0.00
PhiX	4665886	4665886	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4665886	4665882	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	4665886	4624752	99.11	9	0.00	1	0.00	1207	0.03	39917	0.86
Bacteria_24k	4665886	4500502	96.46	546	0.01	574	0.01	16434	0.35	147830	3.17
Protists_1k	4665886	4236202	90.78	23625	0.51	46500	1.00	10617	0.23	348942	7.48
Viruses	4665886	4482830	96.08	332	0.01	90	0.00	16889	0.36	165745	3.55
Fungi_RefSeq_release	4665886	4344334	93.11	4488	0.10	965	0.02	31265	0.67	284834	6.10
Coral	4665886	4470130	95.81	813	0.02	417	0.01	26819	0.57	167707	3.59
Bird	4665886	4419461	94.72	3428	0.07	550	0.01	34548	0.74	207899	4.46
Plant	4665886	4421765	94.76	1174	0.03	301	0.01	24382	0.52	218264	4.68

%Hit_no_genomes: 89.94
