#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	10603374	9804889	92.47	17356	0.16	6293	0.06	66437	0.63	708399	6.68
Ecoli	10603374	10603367	100.00	0	0.00	0	0.00	0	0.00	7	0.00
PhiX	10603374	10603374	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	10603374	10603374	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	10603374	10498571	99.01	15	0.00	4	0.00	2855	0.03	101929	0.96
Bacteria_24k	10603374	10216088	96.35	1767	0.02	1228	0.01	37507	0.35	346784	3.27
Protists_1k	10603374	9625621	90.78	53132	0.50	104202	0.98	24292	0.23	796127	7.51
Viruses	10603374	10177946	95.98	653	0.01	192	0.00	36600	0.35	387983	3.66
Fungi_RefSeq_release	10603374	9864582	93.03	9908	0.09	2181	0.02	69461	0.66	657242	6.20
Coral	10603374	10140873	95.63	1881	0.02	627	0.01	61614	0.58	398379	3.76
Bird	10603374	10026120	94.55	7463	0.07	1233	0.01	74865	0.71	493693	4.66
Plant	10603374	10033716	94.62	2797	0.03	645	0.01	54487	0.51	511729	4.83

%Hit_no_genomes: 89.99
