#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	17492521	16137523	92.25	29223	0.17	10712	0.06	110539	0.63	1204524	6.89
Ecoli	17492521	17492500	100.00	0	0.00	0	0.00	3	0.00	18	0.00
PhiX	17492521	17492521	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	17492521	17492506	100.00	0	0.00	0	0.00	0	0.00	15	0.00
Vectors	17492521	17319878	99.01	27	0.00	4	0.00	4628	0.03	167984	0.96
Bacteria_24k	17492521	16843357	96.29	2721	0.02	1895	0.01	63289	0.36	581259	3.32
Protists_1k	17492521	15834329	90.52	88783	0.51	175610	1.00	40436	0.23	1353363	7.74
Viruses	17492521	16770751	95.88	1194	0.01	348	0.00	63714	0.36	656514	3.75
Fungi_RefSeq_release	17492521	16239622	92.83	16807	0.10	3609	0.02	117189	0.67	1115294	6.38
Coral	17492521	16719454	95.58	3096	0.02	1633	0.01	103831	0.59	664507	3.80
Bird	17492521	16523626	94.47	12532	0.07	2005	0.01	127956	0.73	826402	4.72
Plant	17492521	16530774	94.49	4644	0.03	1124	0.01	92472	0.53	863507	4.94

%Hit_no_genomes: 89.72
