#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	13477185	12477743	92.58	22503	0.17	8055	0.06	83301	0.62	885583	6.57
Ecoli	13477185	13477177	100.00	0	0.00	0	0.00	0	0.00	8	0.00
PhiX	13477185	13477185	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	13477185	13477175	100.00	0	0.00	0	0.00	0	0.00	10	0.00
Vectors	13477185	13357030	99.10	37	0.00	2	0.00	3499	0.03	116617	0.87
Bacteria_24k	13477185	13004523	96.49	1468	0.01	786	0.01	47051	0.35	423357	3.14
Protists_1k	13477185	12243704	90.85	67745	0.50	135177	1.00	30803	0.23	999756	7.42
Viruses	13477185	12949031	96.08	874	0.01	236	0.00	51327	0.38	475717	3.53
Fungi_RefSeq_release	13477185	12553761	93.16	12619	0.09	2778	0.02	88110	0.65	819917	6.08
Coral	13477185	12904285	95.74	2344	0.02	2407	0.02	77686	0.58	490463	3.64
Bird	13477185	12769017	94.74	9507	0.07	1554	0.01	93671	0.70	603436	4.48
Plant	13477185	12773611	94.77	3408	0.03	813	0.01	68969	0.51	630384	4.68

%Hit_no_genomes: 90.06
