#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	13630242	12573187	92.24	22546	0.17	8224	0.06	85314	0.63	940971	6.90
Ecoli	13630242	13630232	100.00	0	0.00	0	0.00	0	0.00	10	0.00
PhiX	13630242	13630242	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	13630242	13630231	100.00	0	0.00	0	0.00	2	0.00	9	0.00
Vectors	13630242	13499607	99.04	26	0.00	6	0.00	3599	0.03	127004	0.93
Bacteria_24k	13630242	13120134	96.26	1728	0.01	1151	0.01	50744	0.37	456485	3.35
Protists_1k	13630242	12341547	90.55	68426	0.50	134531	0.99	31653	0.23	1054085	7.73
Viruses	13630242	13063682	95.85	1128	0.01	330	0.00	49355	0.36	515747	3.78
Fungi_RefSeq_release	13630242	12657998	92.87	13021	0.10	2827	0.02	91690	0.67	864706	6.34
Coral	13630242	13036448	95.64	2420	0.02	509	0.00	80349	0.59	510516	3.75
Bird	13630242	12877642	94.48	10580	0.08	1615	0.01	106467	0.78	633938	4.65
Plant	13630242	12886206	94.53	3503	0.03	888	0.01	71877	0.53	667768	4.90

%Hit_no_genomes: 89.75
