#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4445631	4095115	92.11	7384	0.17	2731	0.06	29126	0.66	311275	7.00
Ecoli	4445631	4445630	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	4445631	4445631	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4445631	4445629	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	4445631	4401617	99.01	10	0.00	2	0.00	1172	0.03	42830	0.96
Bacteria_24k	4445631	4280056	96.28	652	0.01	448	0.01	16441	0.37	148034	3.33
Protists_1k	4445631	4014696	90.31	23139	0.52	46678	1.05	10428	0.23	350690	7.89
Viruses	4445631	4261180	95.85	283	0.01	74	0.00	16449	0.37	167645	3.77
Fungi_RefSeq_release	4445631	4121746	92.72	4299	0.10	888	0.02	30894	0.69	287804	6.47
Coral	4445631	4247329	95.53	773	0.02	363	0.01	27539	0.62	169627	3.82
Bird	4445631	4196715	94.41	3236	0.07	504	0.01	33002	0.74	212174	4.77
Plant	4445631	4197150	94.40	1186	0.03	303	0.01	24400	0.55	222592	5.01

%Hit_no_genomes: 89.50
