#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	37939233	34946114	92.11	63563	0.17	23015	0.06	244108	0.64	2662433	7.02
Ecoli	37939233	37939199	100.00	0	0.00	0	0.00	0	0.00	34	0.00
PhiX	37939233	37939233	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	37939233	37939217	100.00	0	0.00	0	0.00	1	0.00	15	0.00
Vectors	37939233	37568358	99.02	91	0.00	10	0.00	10346	0.03	360428	0.95
Bacteria_24k	37939233	36501157	96.20	5853	0.02	4293	0.01	142690	0.38	1285240	3.39
Protists_1k	37939233	34284570	90.37	195051	0.51	386180	1.02	89643	0.24	2983789	7.86
Viruses	37939233	36345810	95.80	2707	0.01	738	0.00	137510	0.36	1452468	3.83
Fungi_RefSeq_release	37939233	35170701	92.70	36547	0.10	8065	0.02	258573	0.68	2465347	6.50
Coral	37939233	36240438	95.52	6821	0.02	1423	0.00	230881	0.61	1459670	3.85
Bird	37939233	35800938	94.37	28144	0.07	4722	0.01	287502	0.76	1817927	4.79
Plant	37939233	35811725	94.39	10384	0.03	2503	0.01	205880	0.54	1908741	5.03

%Hit_no_genomes: 89.55
