#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3607388	3339360	92.57	6126	0.17	2205	0.06	22931	0.64	236766	6.56
Ecoli	3607388	3607386	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	3607388	3607388	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3607388	3607387	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	3607388	3573264	99.05	18	0.00	1	0.00	1017	0.03	33088	0.92
Bacteria_24k	3607388	3480930	96.50	404	0.01	318	0.01	12801	0.35	112935	3.13
Protists_1k	3607388	3278924	90.89	18416	0.51	34924	0.97	8573	0.24	266551	7.39
Viruses	3607388	3467795	96.13	237	0.01	61	0.00	12496	0.35	126799	3.51
Fungi_RefSeq_release	3607388	3359710	93.13	3536	0.10	744	0.02	24167	0.67	219231	6.08
Coral	3607388	3453998	95.75	651	0.02	119	0.00	21359	0.59	131261	3.64
Bird	3607388	3414098	94.65	2619	0.07	473	0.01	26031	0.72	164167	4.55
Plant	3607388	3418994	94.77	929	0.03	196	0.01	18461	0.51	168808	4.68

%Hit_no_genomes: 90.09
