#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9265618	8516750	91.92	15426	0.17	5569	0.06	61480	0.66	666393	7.19
Ecoli	9265618	9265613	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	9265618	9265618	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9265618	9265596	100.00	0	0.00	0	0.00	4	0.00	18	0.00
Vectors	9265618	9167332	98.94	14	0.00	3	0.00	2759	0.03	95510	1.03
Bacteria_24k	9265618	8904143	96.10	1233	0.01	822	0.01	36085	0.39	323335	3.49
Protists_1k	9265618	8352690	90.16	48528	0.52	94795	1.02	22416	0.24	747189	8.06
Viruses	9265618	8864412	95.67	649	0.01	212	0.00	34209	0.37	366136	3.95
Fungi_RefSeq_release	9265618	8572094	92.51	8985	0.10	1984	0.02	64892	0.70	617663	6.67
Coral	9265618	8837574	95.38	1663	0.02	362	0.00	58082	0.63	367937	3.97
Bird	9265618	8726995	94.18	7085	0.08	999	0.01	71912	0.78	458627	4.95
Plant	9265618	8732128	94.24	2434	0.03	594	0.01	51321	0.55	479141	5.17

%Hit_no_genomes: 89.34
