#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2657013	2430767	91.49	4618	0.17	1581	0.06	18383	0.69	201664	7.59
Ecoli	2657013	2657013	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	2657013	2657013	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2657013	2657007	100.00	0	0.00	0	0.00	1	0.00	5	0.00
Vectors	2657013	2628942	98.94	2	0.00	3	0.00	825	0.03	27241	1.03
Bacteria_24k	2657013	2548403	95.91	326	0.01	217	0.01	10774	0.41	97293	3.66
Protists_1k	2657013	2381301	89.62	14189	0.53	28590	1.08	6618	0.25	226315	8.52
Viruses	2657013	2536718	95.48	188	0.01	68	0.00	10173	0.38	109866	4.13
Fungi_RefSeq_release	2657013	2447645	92.12	2523	0.09	494	0.02	19349	0.73	187002	7.04
Coral	2657013	2528292	95.16	477	0.02	99	0.00	17818	0.67	110327	4.15
Bird	2657013	2494835	93.90	2120	0.08	377	0.01	21684	0.82	137997	5.19
Plant	2657013	2495440	93.92	757	0.03	171	0.01	15806	0.59	144839	5.45

%Hit_no_genomes: 88.80
