#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4177958	3848274	92.10	6946	0.17	2477	0.06	27083	0.65	293178	7.02
Ecoli	4177958	4177956	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	4177958	4177958	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4177958	4177957	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	4177958	4134418	98.96	5	0.00	0	0.00	1170	0.03	42365	1.01
Bacteria_24k	4177958	4019453	96.21	584	0.01	374	0.01	15468	0.37	142079	3.40
Protists_1k	4177958	3775261	90.37	21483	0.51	42691	1.02	9729	0.23	328794	7.87
Viruses	4177958	4002564	95.80	261	0.01	77	0.00	14834	0.36	160222	3.83
Fungi_RefSeq_release	4177958	3873023	92.69	4041	0.10	843	0.02	28656	0.69	271395	6.50
Coral	4177958	3989433	95.49	711	0.02	146	0.00	25392	0.61	162276	3.88
Bird	4177958	3940904	94.33	3078	0.07	460	0.01	31018	0.74	202498	4.85
Plant	4177958	3942907	94.37	1093	0.03	282	0.01	22564	0.54	211112	5.05

%Hit_no_genomes: 89.57
