#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7575721	6974476	92.07	12916	0.17	4590	0.06	48594	0.64	535145	7.06
Ecoli	7575721	7575712	100.00	0	0.00	0	0.00	0	0.00	9	0.00
PhiX	7575721	7575721	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7575721	7575720	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	7575721	7498048	98.97	11	0.00	0	0.00	2059	0.03	75603	1.00
Bacteria_24k	7575721	7288154	96.20	928	0.01	675	0.01	27871	0.37	258093	3.41
Protists_1k	7575721	6840146	90.29	39159	0.52	78285	1.03	17832	0.24	600299	7.92
Viruses	7575721	7253363	95.74	548	0.01	133	0.00	29436	0.39	292241	3.86
Fungi_RefSeq_release	7575721	7021376	92.68	7341	0.10	1542	0.02	52443	0.69	493019	6.51
Coral	7575721	7234267	95.50	1352	0.02	924	0.01	45789	0.60	293389	3.87
Bird	7575721	7149284	94.38	5486	0.07	851	0.01	57822	0.76	362278	4.78
Plant	7575721	7150680	94.38	2019	0.03	486	0.01	40857	0.54	381679	5.04

%Hit_no_genomes: 89.49
