#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6298135	5822339	92.44	10145	0.16	3626	0.06	38880	0.62	423145	6.72
Ecoli	6298135	6298129	100.00	0	0.00	0	0.00	0	0.00	6	0.00
PhiX	6298135	6298135	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6298135	6298135	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	6298135	6237124	99.03	9	0.00	0	0.00	1609	0.03	59393	0.94
Bacteria_24k	6298135	6067719	96.34	1126	0.02	876	0.01	22452	0.36	205962	3.27
Protists_1k	6298135	5715478	90.75	31746	0.50	61991	0.98	14235	0.23	474685	7.54
Viruses	6298135	6045037	95.98	403	0.01	141	0.00	21765	0.35	230789	3.66
Fungi_RefSeq_release	6298135	5858375	93.02	5867	0.09	1313	0.02	41300	0.66	391280	6.21
Coral	6298135	6025935	95.68	1056	0.02	249	0.00	36668	0.58	234227	3.72
Bird	6298135	5955686	94.56	4483	0.07	694	0.01	45908	0.73	291364	4.63
Plant	6298135	5960533	94.64	1533	0.02	397	0.01	32616	0.52	303056	4.81

%Hit_no_genomes: 89.97
