#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9231951	8498509	92.06	15380	0.17	5448	0.06	59497	0.64	653117	7.07
Ecoli	9231951	9231944	100.00	0	0.00	0	0.00	0	0.00	7	0.00
PhiX	9231951	9231951	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9231951	9231944	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	9231951	9137983	98.98	15	0.00	3	0.00	2501	0.03	91449	0.99
Bacteria_24k	9231951	8879157	96.17	1525	0.02	1004	0.01	34697	0.38	315568	3.42
Protists_1k	9231951	8335182	90.29	46992	0.51	94555	1.02	22001	0.24	733221	7.94
Viruses	9231951	8837944	95.73	705	0.01	214	0.00	34954	0.38	358134	3.88
Fungi_RefSeq_release	9231951	8555238	92.68	8745	0.09	1917	0.02	62865	0.68	603186	6.53
Coral	9231951	8817707	95.51	1622	0.02	603	0.01	56149	0.61	355870	3.85
Bird	9231951	8710071	94.35	6887	0.07	1050	0.01	71821	0.78	442122	4.79
Plant	9231951	8712556	94.37	2469	0.03	623	0.01	50194	0.54	466109	5.05

%Hit_no_genomes: 89.48
